,0
179,"Tap http://xhne.ws/Oqd4X to get your latest #AsiaPacific #COVID19 news: -- India registers 9,304 new cases as total reach 216,919 -- S. Korea reports 39 more cases, 11,629 in total -- Australian gov't announces grants for housing construction to stimulate economy "
180,"As the pandemic of #COVID19 imposed panic and even painful memories to people worldwide, there are a few silver linings from the perspectives of Singaporeans, who have just embarked on a phrased reopening from a ""circuit breaker"" period http://xhne.ws/kxlOH"
181,"Chile's #COVID19 cases top 108,000, with 1,188 deaths http://xhne.ws/xkyBv"
182,"#COVID19 fallout to reduce U.S. economy by 7.9 trillion USD in next decade, according to Congressional Budget Office http://xhne.ws/lbORL"
183,Xinhua Headlines: #BeltandRoad construction forges ahead despite #COVID19 challenges http://xhne.ws/1vW0k
184,Primary and secondary school students in their final year starts returning to class in Cameroon after schools were suspended since March 18 due to the outbreak of #COVID19 http://xhne.ws/zRrdV
185,"Nigeria says the nation is yet to reach peak of the #COVID19 pandemic as confirmed cases continued to rise and surpassed the 10,000 mark http://xhne.ws/m9QtI"
186,Zambian pupils in examination classes flock back to school after two months of lockdown caused by the #COVID19 outbreak http://xhne.ws/qWJ93
187,"Death of #GeorgeFloyd highlights racial discrimination in the U.S., and the ongoing demonstrations are also signs of frustration and despair of the African American community and other minority groups ravaged by the #COVID19 outbreak: Turkish expert http://xhne.ws/25ZqJ"
188,"Headlines watch: @nytimes: Will Protests Set Off a Second Viral Wave? http://nyti.ms/2TZsHzO - Gatherings could become ""super-spreader events"" - Tear gas, pepper spray increase respiratory secretions - Asymptomatic #COVID19 carriers may join - Violence should be avoided "
189,"Although the #COVID19 pandemic has caused disruptions such as a shortage of hands and delayed supplies, the Chinese workers and engineers are still working at construction sites of the Belt and Road projects in Laos, Cambodia and Indonesia. Click for more "
190,"#Coronavirus watch update, June 2: http://xhne.ws/1HBa3 - Afghanistan's cases rise to 16,509 - #COVID19 fallout to cost U.S. economy 7.9 tln USD over next decade - Brazil's death toll nears 30,000 - Recovery rate in India increases to 48.07% "
191,"Russia has confirmed a total of 423,741 #COVID19 cases, including 5,037 deaths http://xhne.ws/hvell"
192,"5/10 countries worldwide reporting highest new number of cases in past 24 hours are in the Americas, says WHO official. Read more: Americas tormented by #COVID19, ""still a killer virus"" http://xhne.ws/Lw6bv"
193,"Get your #AsiaPacific #COVID19 news by one click http://xhne.ws/LnzE9: -- South Korea reports 38 more cases, 11,541 in total -- Nepal faces shortage of vital medical supplies over surging cases -- India's death toll rises to 5,598 as total cases reach 198,706"
194,"National Gallery Singapore launches a first-ever online art festival for children to play, learn and create with art, as part of efforts to bring more art experiences to audiences amid the #COVID19 crisis http://xhne.ws/PeXTE #SmallBigDreamersAtHome"
195,"Peru's #COVID19 cases top 170,000, deaths reach 4,634 http://xhne.ws/6Pty5"
196,"Chile's #COVID19 cases exceed 100,000, death toll hits 1,113 http://xhne.ws/Nyw04"
197,"Every Sunday, Cuban tenor Andres Sanchez goes out onto his balcony on the ninth floor of an apartment building in Havana and belts out a song to help his friends and neighbors feel a little more connected during #COVID19 lockdown "
198,Chicago resumes economic activity amid impacts of #COVID19 pandemic and protests over death of #GeorgeFloyd http://xhne.ws/bPUhG
199,"A #COVID19 vaccine may be available to a portion of the U.S. in limited supplies by this winter. The U.S. is planning to test the vaccine on more than 100,000 volunteers "
200,"#Coronavirus watch updates, June 3: http://xhne.ws/ksJ8D - Iran: confirmed cases top 160,000 - Namibia: president commissions isolation facility built by Chinese firm - India: Mumbai evacuates #COVID19 patients from makeshift hospitals ahead of cyclone Nisarga "
201,"Here comes #AsiaPacific #COVID19 updates: http://xhne.ws/b9Hgf - Bangladesh reports 2,695 new cases, total at 55,140 - Infections in Indonesia increase by 684 to 28,233 - The Philippines announces 751 new cases, tally at 19,748 - Malaysia records 93 new cases, 7,970 in total"
202,"Headlines watch, June 3: POLITICO: Trump supporters on Twitter spread Covid-19 rumors about China http://politi.co/2MrLQq9 - Nearly 30 groups of Trump supporters on Twitter spread rumors that #COVID19 was created in China - Many of them were automated, frequently shared posts "
203,"No one is safe until everyone is safe ""Let us remove unwarranted barriers, explore models to regularize pathways for migrants and reduce transaction costs for remittances,"" UN chief asks for protection of people on the move during #COVID19 pandemic http://xhne.ws/zJ49t"
204,"Malawians should fight the #COVID19 with a common front, as the Chinese did, if the battle against the pandemic is to be won, said a Malawian health official "
205,"People's lives should be given top priority and international cooperation is needed in the fight against the #COVID19 pandemic, say participants of a video seminar about human rights protection "
206,"#COVID19 pandemic could push 60 mln people into extreme poverty: @WorldBank ""The poor and the most vulnerable are hardest hit,"" said World Bank chief http://xhne.ws/0FSRb"
207,"Click http://xhne.ws/l15vV for Asia-Pacific #COVID19 news: -- Coronavirus cases surpass 200,000-mark in India -- S.Korea reports 49 more cases -- New Zealand reveals details for relaxed COVID-19 rules as country returning to normal -- Singapore reports 544 new cases "
208,"Wuhan, the former epicenter of the #COVID19 outbreak in China, has seen its urban life return gradually back to normal http://xhne.ws/vrD9K"
