,0,tweets,positive_words_count,negative_words_count,positive_words,negative_words,over all sentiment
76,"['new', 'case', 'curve', 'covid', 'canada', 'flatten', 'health', 'authority', 'warn', 'epidemic', 'likely', 'rebound', 'explosive', 'growth', 'much', 'soon', 'relaxation', 'http']","['new', 'case', 'curve', 'covid', 'canada', 'flatten', 'health', 'authority', 'warn', 'epidemic', 'likely', 'rebound', 'explosive', 'growth', 'much', 'soon', 'relaxation', 'http']",0,3,,",case,epidemic,explosive",negative
77,"['israel', 'learn', 'lot', 'china', 'combat', 'covid', 'pandemic', 'hop', 'scientific', 'cooperation', 'israel', 'china', 'dina', 'ben', 'yehuda', 'dean', 'school', 'medicine', 'hebrew', 'university']","['israel', 'learn', 'lot', 'china', 'combat', 'covid', 'pandemic', 'hop', 'scientific', 'cooperation', 'israel', 'china', 'dina', 'ben', 'yehuda', 'dean', 'school', 'medicine', 'hebrew', 'university']",0,1,,",pandemic",negative
78,"['peru', 'unveils', 'phase', 'two', 'economic', 'reopening', 'despite', 'ongoing', 'covid', 'pandemic', 'http']","['peru', 'unveils', 'phase', 'two', 'economic', 'reopening', 'despite', 'ongoing', 'covid', 'pandemic', 'http']",0,1,,",pandemic",negative
79,"['world', 'bank', 'forest', 'sub', 'saharan', 'africa', 'economy', 'likely', 'decline', 'percent', 'due', 'covid', 'pandemic', 'http']","['world', 'bank', 'forest', 'sub', 'saharan', 'africa', 'economy', 'likely', 'decline', 'percent', 'due', 'covid', 'pandemic', 'http']",0,2,,",decline,pandemic",negative
80,"['click', 'http', 'asia', 'pacific', 'covid', 'news', 'india', 'covid', 'death', 'toll', 'reach', 'total', 'case', 'reach', 'korea', 'report', 'new', 'case', 'new', 'zealand', 'report', 'case', 'day', 'thailand', 'lift', 'curfew', 'day', 'trial', 'state', 'emergency', 'remains']","['click', 'http', 'asia', 'pacific', 'covid', 'news', 'india', 'covid', 'death', 'toll', 'reach', 'total', 'case', 'reach', 'korea', 'report', 'new', 'case', 'new', 'zealand', 'report', 'case', 'day', 'thailand', 'lift', 'curfew', 'day', 'trial', 'state', 'emergency', 'remains']",0,7,,",death,toll,case,case,case,curfew,emergency",negative
81,"['coronavirus', 'watch', 'june', 'http', 'u', 'least', 'state', 'follow', 'cdc', 'guideline', 'report', 'new', 'case', 'finland', 'economy', 'contract', 'around', 'india', 'new', 'delhi', 'estimate', 'half', 'million', 'covid', 'case', 'end', 'july']","['coronavirus', 'watch', 'june', 'http', 'u', 'least', 'state', 'follow', 'cdc', 'guideline', 'report', 'new', 'case', 'finland', 'economy', 'contract', 'around', 'india', 'new', 'delhi', 'estimate', 'half', 'million', 'covid', 'case', 'end', 'july']",1,2,",guideline",",case,case",negative
82,"['russia', 'add', 'covid', 'case', 'past', 'hour', 'take', 'total', 'http']","['russia', 'add', 'covid', 'case', 'past', 'hour', 'take', 'total', 'http']",0,1,,",case",negative
83,"['experts', 'say', 'china', 'white', 'paper', 'covid', 'fight', 'global', 'scientific', 'value', 'http', 'outbreak', 'chinese', 'government', 'effective', 'governance', 'strong', 'anti', 'epidemic', 'measure', 'enable', 'china', 'contain', 'novel', 'coronavirus', 'rapidly', 'korean', 'expert', 'say']","['experts', 'say', 'china', 'white', 'paper', 'covid', 'fight', 'global', 'scientific', 'value', 'http', 'outbreak', 'chinese', 'government', 'effective', 'governance', 'strong', 'anti', 'epidemic', 'measure', 'enable', 'china', 'contain', 'novel', 'coronavirus', 'rapidly', 'korean', 'expert', 'say']",2,3,",effective,strong",",outbreak,anti,epidemic",negative
84,"['diplomat', 'likely', 'attend', 'un', 'general', 'debate', 'september', 'due', 'uncertainty', 'cause', 'covid', 'pandemic', 'unga', 'president', 'say', 'http']","['diplomat', 'likely', 'attend', 'un', 'general', 'debate', 'september', 'due', 'uncertainty', 'cause', 'covid', 'pandemic', 'unga', 'president', 'say', 'http']",0,1,,",pandemic",negative
85,"['china', 'white', 'paper', 'covid', 'fight', 'invaluable', 'scientific', 'amp', 'medical', 'resource', 'say', 'ecuadorian', 'microbiologist', 'http']","['china', 'white', 'paper', 'covid', 'fight', 'invaluable', 'scientific', 'amp', 'medical', 'resource', 'say', 'ecuadorian', 'microbiologist', 'http']",1,0,",invaluable",,positive
86,"['chinese', 'people', 'show', 'great', 'trust', 'party', 'government', 'covid', 'epidemic', 'official']","['chinese', 'people', 'show', 'great', 'trust', 'party', 'government', 'covid', 'epidemic', 'official']",2,1,",great,trust",",epidemic",positive
87,"['u', 'report', 'covid', 'case', 'death', 'global', 'death', 'toll', 'surpass', 'http']","['u', 'report', 'covid', 'case', 'death', 'global', 'death', 'toll', 'surpass', 'http']",1,5,",surpass",",case,death,death,toll,surpass",negative
88,"['china', 'offer', 'help', 'country', 'int', 'l', 'organization', 'fight', 'covid', 'white', 'paper', 'http']","['china', 'offer', 'help', 'country', 'int', 'l', 'organization', 'fight', 'covid', 'white', 'paper', 'http']",2,0,",offer,help",,positive
89,"['china', 'appreciate', 'int', 'l', 'support', 'fight', 'covid', 'white', 'paper', 'http']","['china', 'appreciate', 'int', 'l', 'support', 'fight', 'covid', 'white', 'paper', 'http']",2,0,",appreciate,support",,positive
90,"['china', 'cdc', 'inform', 'u', 'covid', 'jan', 'white', 'paper', 'http']","['china', 'cdc', 'inform', 'u', 'covid', 'jan', 'white', 'paper', 'http']",0,0,,,neutral
91,"['chinese', 'mainland', 'report', 'new', 'confirm', 'covid', 'case', 'http']","['chinese', 'mainland', 'report', 'new', 'confirm', 'covid', 'case', 'http']",0,1,,",case",negative
92,"['china', 'establishes', 'strict', 'efficient', 'covid', 'information', 'release', 'system', 'white', 'paper', 'http']","['china', 'establishes', 'strict', 'efficient', 'covid', 'information', 'release', 'system', 'white', 'paper', 'http']",1,1,",efficient",",strict",neutral
93,"['cure', 'rate', 'covid', 'reach', 'chinese', 'mainland', 'say', 'white', 'paper', 'china', 'fight', 'covid', 'http']","['cure', 'rate', 'covid', 'reach', 'chinese', 'mainland', 'say', 'white', 'paper', 'china', 'fight', 'covid', 'http']",1,0,",cure",,positive
94,"['new', 'york', 'state', 'step', 'reopen', 'daily', 'covid', 'death', 'keep', 'drop', 'state', 'death', 'toll', 'drop', 'new', 'low', 'friday', 'http']","['new', 'york', 'state', 'step', 'reopen', 'daily', 'covid', 'death', 'keep', 'drop', 'state', 'death', 'toll', 'drop', 'new', 'low', 'friday', 'http']",0,3,,",death,death,toll",negative
95,"['covid', 'case', 'u', 'top', 'million', 'death', 'toll', 'johns', 'hopkins', 'university', 'http']","['covid', 'case', 'u', 'top', 'million', 'death', 'toll', 'johns', 'hopkins', 'university', 'http']",1,3,",top",",case,death,toll",negative
96,"['cuba', 'care', 'tourist', 'strand', 'covid', 'pandemic', 'provide', 'accommodation', 'health', 'checkup', 'http']","['cuba', 'care', 'tourist', 'strand', 'covid', 'pandemic', 'provide', 'accommodation', 'health', 'checkup', 'http']",0,1,,",pandemic",negative
97,"['latest', 'count', 'covid', 'case', 'worldwide', 'gmt', 'june', 'world', 'u', 'brazil', 'russia', 'britain', 'spain', 'italy', 'india', 'france', 'germany', 'peru', 'data', 'johns', 'hopkins', 'university']","['latest', 'count', 'covid', 'case', 'worldwide', 'gmt', 'june', 'world', 'u', 'brazil', 'russia', 'britain', 'spain', 'italy', 'india', 'france', 'germany', 'peru', 'data', 'johns', 'hopkins', 'university']",0,1,,",case",negative
98,"['\\', '\\', 'wood', 'trudeau', 'say', 'covid', 'still', 'threaten', 'canadians', '\\', '\\', 'health', 'http']","['\\', '\\', 'wood', 'trudeau', 'say', 'covid', 'still', 'threaten', 'canadians', '\\', '\\', 'health', 'http']",0,1,,",threaten",negative
99,"['come', 'asiapacific', 'covid', 'update', 'http', 'india', '\\', '\\', 'death', 'toll', 'rise', 'total', 'case', 'reach', 'south', 'korea', 'report', 'case', 'total', 'new', 'zealand', 'lift', 'restriction', 'nation', 'declare', 'virus', 'free']","['come', 'asiapacific', 'covid', 'update', 'http', 'india', '\\', '\\', 'death', 'toll', 'rise', 'total', 'case', 'reach', 'south', 'korea', 'report', 'case', 'total', 'new', 'zealand', 'lift', 'restriction', 'nation', 'declare', 'virus', 'free']",1,7,",free",",death,toll,rise,case,case,restriction,virus",negative
100,"['china', '\\', '\\', 'fight', 'covid', 'integrated', 'unique', 'experience', 'tackle', 'virus', 'successful', 'unprecedented', 'measure', 'consider', 'model', 'learn', 'say', 'egyptian', 'lawmaker', 'read', 'interview', 'http']","['china', '\\', '\\', 'fight', 'covid', 'integrated', 'unique', 'experience', 'tackle', 'virus', 'successful', 'unprecedented', 'measure', 'consider', 'model', 'learn', 'say', 'egyptian', 'lawmaker', 'read', 'interview', 'http']",2,1,",integrated,successful",",virus",positive
101,"['unlock', 'start', 'india', 'restaurant', 'push', 'safe', 'dining', 'covid', 'http', 'asiaalbum']","['unlock', 'start', 'india', 'restaurant', 'push', 'safe', 'dining', 'covid', 'http', 'asiaalbum']",1,0,",safe",,positive
102,"['latest', 'count', 'covid', 'case', 'worldwide', 'gmt', 'june', 'world', 'u', 'brazil', 'russia', 'britain', 'india', 'spain', 'italy', 'peru', 'france', 'germany', 'data', 'johns', 'hopkins', 'university']","['latest', 'count', 'covid', 'case', 'worldwide', 'gmt', 'june', 'world', 'u', 'brazil', 'russia', 'britain', 'india', 'spain', 'italy', 'peru', 'france', 'germany', 'data', 'johns', 'hopkins', 'university']",0,1,,",case",negative
103,"['coronavirus', 'late', 'europe', 'http', 'uk', 'covid', 'death', 'rise', 'france', 'death', 'toll', 'rise', 'italy', 'death', 'spain', 'report', 'new', 'death']","['coronavirus', 'late', 'europe', 'http', 'uk', 'covid', 'death', 'rise', 'france', 'death', 'toll', 'rise', 'italy', 'death', 'spain', 'report', 'new', 'death']",0,7,,",death,rise,death,toll,rise,death,death",negative
104,"['china', 'continue', 'make', 'nucleic', 'acid', 'test', 'compulsory', 'among', 'key', 'group', 'available', 'ask', 'test', 'covid', 'http']","['china', 'continue', 'make', 'nucleic', 'acid', 'test', 'compulsory', 'among', 'key', 'group', 'available', 'ask', 'test', 'covid', 'http']",1,0,",available",,positive
105,"['late', 'asiapacific', 'covid', 'news', 'http', 'malaysia', 'record', 'single', 'digit', 'new', 'case', 'bangladesh', 'death', 'toll', 'near', 'case', 'surpass', 'indonesia', 'report', 'newly', 'confirmed', 'case', 'death', 'new', 'zealand', 'move', 'alert', 'level']","['late', 'asiapacific', 'covid', 'news', 'http', 'malaysia', 'record', 'single', 'digit', 'new', 'case', 'bangladesh', 'death', 'toll', 'near', 'case', 'surpass', 'indonesia', 'report', 'newly', 'confirmed', 'case', 'death', 'new', 'zealand', 'move', 'alert', 'level']",1,7,",surpass",",case,death,toll,case,surpass,case,death",negative
106,"['china', 'informs', 'public', 'right', 'covid', 'human', 'human', 'spread', 'determine', 'white', 'paper', 'http']","['china', 'informs', 'public', 'right', 'covid', 'human', 'human', 'spread', 'determine', 'white', 'paper', 'http']",1,1,",right",",spread",neutral
107,"['china', 'launch', 'large', 'medical', 'assistance', 'operation', 'support', 'covid', 'fight', 'wuhan', 'location', 'hubei', 'province', 'white', 'paper', 'http']","['china', 'launch', 'large', 'medical', 'assistance', 'operation', 'support', 'covid', 'fight', 'wuhan', 'location', 'hubei', 'province', 'white', 'paper', 'http']",2,0,",assistance,support",,positive
108,"['china', 'offer', 'assistance', 'african', 'country', 'fight', 'covid', 'continue', 'power', 'offer', 'support', 'white', 'paper', 'http']","['china', 'offer', 'assistance', 'african', 'country', 'fight', 'covid', 'continue', 'power', 'offer', 'support', 'white', 'paper', 'http']",4,0,",offer,assistance,offer,support",,positive
109,"['peru', 'covid', 'caseload', 'rise', 'surpass', 'france', 'become', 'eighth', 'highest', 'world', 'death', 'toll', 'http']","['peru', 'covid', 'caseload', 'rise', 'surpass', 'france', 'become', 'eighth', 'highest', 'world', 'death', 'toll', 'http']",1,4,",surpass",",rise,surpass,death,toll",negative
110,"['covid', 'patient', 'age', 'include', 'seven', 'centenarian', 'cure', 'hubei', 'epicenter', 'china', 'covid', 'outbreak', 'say', 'white', 'paper', 'http']","['covid', 'patient', 'age', 'include', 'seven', 'centenarian', 'cure', 'hubei', 'epicenter', 'china', 'covid', 'outbreak', 'say', 'white', 'paper', 'http']",1,1,",cure",",outbreak",neutral
111,"['chinese', 'mainland', 'report', 'new', 'domestically', 'transmitted', 'covid', 'case', 'friday', 'three', 'imported', 'case', 'report', 'guangdong', 'province', 'http']","['chinese', 'mainland', 'report', 'new', 'domestically', 'transmitted', 'covid', 'case', 'friday', 'three', 'imported', 'case', 'report', 'guangdong', 'province', 'http']",0,2,,",case,case",negative
112,"['chile', 'report', 'covid', 'case', 'death', 'http']","['chile', 'report', 'covid', 'case', 'death', 'http']",0,2,,",case,death",negative
113,"['covid', 'case', 'go', 'houston', 'since', 'texas', 'reopen', 'http']","['covid', 'case', 'go', 'houston', 'since', 'texas', 'reopen', 'http']",0,1,,",case",negative
114,"['somali', 'government', 'announce', 'domestic', 'flight', 'suspend', 'almost', 'two', 'month', 'due', 'covid', 'resume', 'operation', 'june', 'http']","['somali', 'government', 'announce', 'domestic', 'flight', 'suspend', 'almost', 'two', 'month', 'due', 'covid', 'resume', 'operation', 'june', 'http']",0,1,,",suspend",negative
115,"['get', 'asiapacific', 'covid', 'news', 'one', 'click', 'http', 'india', 'report', 'high', 'daily', 'spike', 'case', 'total', 'reach', 'fiji', 'announces', 'free', 'virus', 'korea', 'report', 'case', 'total', 'nepal', 'confirms', 'new', 'case', 'tally']","['get', 'asiapacific', 'covid', 'news', 'one', 'click', 'http', 'india', 'report', 'high', 'daily', 'spike', 'case', 'total', 'reach', 'fiji', 'announces', 'free', 'virus', 'korea', 'report', 'case', 'total', 'nepal', 'confirms', 'new', 'case', 'tally']",1,5,",free",",case,virus,case,case,tally",negative
116,"['coronavirus', 'watch', 'mideast', 'june', 'iran', 'see', 'record', 'daily', 'new', 'covid', 'case', 'amid', 'pandemic', 'respike', 'turkey', 'report', 'new', 'case', 'plan', 'resume', 'int', 'l', 'flight', 'china', 'send', 'new', 'anti', 'coronavirus', 'aid', 'syria', 'egypt', 'see', 'th', 'day', 'plus', 'new', 'infection']","['coronavirus', 'watch', 'mideast', 'june', 'iran', 'see', 'record', 'daily', 'new', 'covid', 'case', 'amid', 'pandemic', 'respike', 'turkey', 'report', 'new', 'case', 'plan', 'resume', 'int', 'l', 'flight', 'china', 'send', 'new', 'anti', 'coronavirus', 'aid', 'syria', 'egypt', 'see', 'th', 'day', 'plus', 'new', 'infection']",1,5,",aid",",case,pandemic,case,anti,infection",negative
117,"['latest', 'count', 'confirmed', 'covid', 'case', 'worldwide', 'gmt', 'june', 'world', 'u', 'brazil', 'russia', 'britain', 'spain', 'italy', 'india', 'germany', 'peru', 'turkey', 'data', 'johns', 'hopkins', 'university']","['latest', 'count', 'confirmed', 'covid', 'case', 'worldwide', 'gmt', 'june', 'world', 'u', 'brazil', 'russia', 'britain', 'spain', 'italy', 'india', 'germany', 'peru', 'turkey', 'data', 'johns', 'hopkins', 'university']",0,1,,",case",negative
118,"['clinic', 'trial', 'hydroxychloroquine', 'covid', 'patient', 'continue', 'http']","['clinic', 'trial', 'hydroxychloroquine', 'covid', 'patient', 'continue', 'http']",0,0,,,neutral
119,"['world', 'bank', 'project', 'global', 'economy', 'shrink', 'percent', 'amid', 'covid', 'pandemic', 'deep', 'recession', 'since', 'wwii', 'chinese', 'economy', 'expect', 'grow', 'percent', 'year', 'http']","['world', 'bank', 'project', 'global', 'economy', 'shrink', 'percent', 'amid', 'covid', 'pandemic', 'deep', 'recession', 'since', 'wwii', 'chinese', 'economy', 'expect', 'grow', 'percent', 'year', 'http']",0,2,,",pandemic,recession",negative
120,"['number', 'confirmed', 'covid', 'case', 'rise', 'nearly', 'death', 'across', 'africa', 'monday', 'accord', 'africa', 'cdc', 'http']","['number', 'confirmed', 'covid', 'case', 'rise', 'nearly', 'death', 'across', 'africa', 'monday', 'accord', 'africa', 'cdc', 'http']",0,3,,",case,rise,death",negative
121,"['cuban', 'tv', 'broadcast', 'class', 'teach', 'sign', 'language', 'first', 'time', 'amid', 'covid', 'lockdown', 'http']","['cuban', 'tv', 'broadcast', 'class', 'teach', 'sign', 'language', 'first', 'time', 'amid', 'covid', 'lockdown', 'http']",0,1,,",lockdown",negative
122,"['chile', 'see', 'high', 'single', 'day', 'fatality', 'count', 'since', 'start', 'covid', 'outbreak', 'http']","['chile', 'see', 'high', 'single', 'day', 'fatality', 'count', 'since', 'start', 'covid', 'outbreak', 'http']",0,1,,",outbreak",negative
123,"['global', 'covid', 'case', 'top', 'mln', 'death', 'toll', 'surpass', 'u', 'suffer', 'pandemic', 'case', 'death', 'toll', 'http']","['global', 'covid', 'case', 'top', 'mln', 'death', 'toll', 'surpass', 'u', 'suffer', 'pandemic', 'case', 'death', 'toll', 'http']",2,9,",top,surpass",",case,death,toll,surpass,suffer,pandemic,case,death,toll",negative
124,"['authorities', 'begin', 'house', 'house', 'search', 'close', 'contact', 'covid', 'case', 'argentina', '\\', '\\', 'capital', 'http']","['authorities', 'begin', 'house', 'house', 'search', 'close', 'contact', 'covid', 'case', 'argentina', '\\', '\\', 'capital', 'http']",0,2,,",close,case",negative
125,"['coronavirus', 'watch', 'june', 'http', 'philippines', 'number', 'covid', 'case', 'rise', 'new', 'case', 'afghanistan', 'number', 'confirmed', 'case', 'reach', 'new', 'case', 'india', 'death', 'toll', 'rise', 'total', 'case']","['coronavirus', 'watch', 'june', 'http', 'philippines', 'number', 'covid', 'case', 'rise', 'new', 'case', 'afghanistan', 'number', 'confirmed', 'case', 'reach', 'new', 'case', 'india', 'death', 'toll', 'rise', 'total', 'case']",0,9,,",case,rise,case,case,case,death,toll,rise,case",negative
126,"['closing', 'outbound', 'traffic', 'wuhan', 'crucial', 'stem', 'covid', 'spread', 'white', 'paper', 'http']","['closing', 'outbound', 'traffic', 'wuhan', 'crucial', 'stem', 'covid', 'spread', 'white', 'paper', 'http']",0,1,,",spread",negative
127,"['china', 'export', 'protective', 'material', 'country', 'region', 'march', 'may', 'help', 'fight', 'covid', 'accord', 'white', 'paper', 'http']","['china', 'export', 'protective', 'material', 'country', 'region', 'march', 'may', 'help', 'fight', 'covid', 'accord', 'white', 'paper', 'http']",2,0,",protective,help",,positive
128,"['china', 'make', 'covid', 'vaccine', 'global', 'public', 'good', 'ready', 'application', 'successful', 'research', 'clinical', 'trial', 'say', 'senior', 'chinese', 'official', 'http']","['china', 'make', 'covid', 'vaccine', 'global', 'public', 'good', 'ready', 'application', 'successful', 'research', 'clinical', 'trial', 'say', 'senior', 'chinese', 'official', 'http']",3,0,",good,ready,successful",,positive
129,"['females', 'live', 'rural', 'village', 'nepal', 'face', 'limited', 'access', 'product', 'like', 'sanitary', 'pad', 'covid', 'lockdown', 'volunteer', 'take', 'action', 'make', 'reusable', 'sanitary', 'pad', 'needy', 'woman', 'asiaalbum', 'story', 'http']","['females', 'live', 'rural', 'village', 'nepal', 'face', 'limited', 'access', 'product', 'like', 'sanitary', 'pad', 'covid', 'lockdown', 'volunteer', 'take', 'action', 'make', 'reusable', 'sanitary', 'pad', 'needy', 'woman', 'asiaalbum', 'story', 'http']",1,2,",like",",limited,lockdown",negative
130,"['new', 'confirm', 'covid', 'case', 'suspect', 'case', 'report', 'central', 'china', 'hubei', 'province', 'saturday', 'http']","['new', 'confirm', 'covid', 'case', 'suspect', 'case', 'report', 'central', 'china', 'hubei', 'province', 'saturday', 'http']",0,3,,",case,suspect,case",negative
131,"['jack', 'shall', 'jill', 'shall', 'well', 'group', 'wed', 'ceremony', 'hold', 'newly', 'married', 'couple', 'aid', 'covid', 'fight', 'http']","['jack', 'shall', 'jill', 'shall', 'well', 'group', 'wed', 'ceremony', 'hold', 'newly', 'married', 'couple', 'aid', 'covid', 'fight', 'http']",2,0,",well,aid",,positive
132,"['abrupt', 'move', 'united', 'states', 'sue', 'china', 'covid', 'violation', 'international', 'law', 'sovereign', 'immunity', 'say', 'pakistan', '\\', '\\', 'former', 'law', 'minister', 'fight', 'covid', 'require', 'transnational', 'effort', 'transnational', 'mistrust', 'http']","['abrupt', 'move', 'united', 'states', 'sue', 'china', 'covid', 'violation', 'international', 'law', 'sovereign', 'immunity', 'say', 'pakistan', '\\', '\\', 'former', 'law', 'minister', 'fight', 'covid', 'require', 'transnational', 'effort', 'transnational', 'mistrust', 'http']",1,4,",effort",",abrupt,sue,violation,mistrust",negative
133,"['brazil', 'consider', 'leave', 'unless', 'stop', 'partisan', 'political', 'organization', 'president', 'bolsonaro', 'http', 'earlier', 'show', 'opposite', 'view', 'bolsonaro', '\\', '\\', 'effort', 'lift', 'lockdown', 'covid', 'epidemic', 'still', 'plague', 'brazil']","['brazil', 'consider', 'leave', 'unless', 'stop', 'partisan', 'political', 'organization', 'president', 'bolsonaro', 'http', 'earlier', 'show', 'opposite', 'view', 'bolsonaro', '\\', '\\', 'effort', 'lift', 'lockdown', 'covid', 'epidemic', 'still', 'plague', 'brazil']",1,4,",effort",",partisan,lockdown,epidemic,plague",negative
134,"['global', 'solidarity', 'prevail', 'covid', 'crisis', 'chinese', 'fm', 'spokesperson', 'http']","['global', 'solidarity', 'prevail', 'covid', 'crisis', 'chinese', 'fm', 'spokesperson', 'http']",1,1,",solidarity",",crisis",neutral
135,"['schools', 'gradually', 'start', 'resume', 'class', 'put', 'place', 'various', 'safety', 'measure', 'namibia', 'two', 'month', 'closure', 'due', 'covid', 'http']","['schools', 'gradually', 'start', 'resume', 'class', 'put', 'place', 'various', 'safety', 'measure', 'namibia', 'two', 'month', 'closure', 'due', 'covid', 'http']",0,1,,",closure",negative
136,"['headlines', 'watch', 'trump', '\\', '\\', 'move', 'quit', 'cite', 'flaw', 'fact', 'trump', 'accuse', 'china', 'friendly', 'mislead', 'world', 'covid', 'ap', 'find', 'many', 'claim', 'false', 'read', 'http']","['headlines', 'watch', 'trump', '\\', '\\', 'move', 'quit', 'cite', 'flaw', 'fact', 'trump', 'accuse', 'china', 'friendly', 'mislead', 'world', 'covid', 'ap', 'find', 'many', 'claim', 'false', 'read', 'http']",1,3,",friendly",",flaw,accuse,mislead",negative
137,"['workers', 'prepare', 'quarantine', 'center', 'covid', 'patient', 'hapania', 'exhibition', 'centre', 'outskirt', 'agartala', 'capital', 'city', 'india', 'northeastern', 'state', 'tripura', 'http', 'asiaalbum']","['workers', 'prepare', 'quarantine', 'center', 'covid', 'patient', 'hapania', 'exhibition', 'centre', 'outskirt', 'agartala', 'capital', 'city', 'india', 'northeastern', 'state', 'tripura', 'http', 'asiaalbum']",2,0,",prepare,quarantine",,positive
138,"['namibian', 'president', 'hage', 'geingob', 'inaugurate', 'bed', 'isolation', 'facility', 'build', 'chinese', 'firm', 'help', 'namibia', 'contain', 'covid', 'outbreak', 'namibia', 'report', 'case', 'recovery', 'http']","['namibian', 'president', 'hage', 'geingob', 'inaugurate', 'bed', 'isolation', 'facility', 'build', 'chinese', 'firm', 'help', 'namibia', 'contain', 'covid', 'outbreak', 'namibia', 'report', 'case', 'recovery', 'http']",3,3,",facility,help,recovery",",isolation,outbreak,case",neutral
139,"['latest', 'count', 'confirmed', 'covid', 'case', 'worldwide', 'gmt', 'johns', 'hopkins', 'university', 'world', 'u', 'brazil', 'russia', 'britain', 'india', 'spain', 'italy', 'peru', 'france', 'germany']","['latest', 'count', 'confirmed', 'covid', 'case', 'worldwide', 'gmt', 'johns', 'hopkins', 'university', 'world', 'u', 'brazil', 'russia', 'britain', 'india', 'spain', 'italy', 'peru', 'france', 'germany']",0,1,,",case",negative
140,"['pic', 'crossing', 'continent', 'sea', 'china', 'medical', 'expert', 'aid', 'global', 'fight', 'covid', 'outbreak', 'http']","['pic', 'crossing', 'continent', 'sea', 'china', 'medical', 'expert', 'aid', 'global', 'fight', 'covid', 'outbreak', 'http']",1,1,",aid",",outbreak",neutral
141,"['china', 'suffer', 'tremendously', 'contribute', 'generously', 'global', 'effort', 'combat', 'covid', 'say', 'white', 'paper', 'http']","['china', 'suffer', 'tremendously', 'contribute', 'generously', 'global', 'effort', 'combat', 'covid', 'say', 'white', 'paper', 'http']",4,1,",tremendously,contribute,generously,effort",",suffer",positive
142,"['millions', 'chinese', 'medical', 'worker', 'grapple', 'covid', 'epidemic', 'front', 'line', 'across', 'country', 'say', 'white', 'paper', 'http']","['millions', 'chinese', 'medical', 'worker', 'grapple', 'covid', 'epidemic', 'front', 'line', 'across', 'country', 'say', 'white', 'paper', 'http']",0,2,,",grapple,epidemic",negative
143,"['indonesia', 'ready', 'speed', 'beltandroad', 'cooperation', 'project', 'jakarta', 'bandung', 'high', 'speed', 'railway', 'say', 'indonesian', 'minister', 'phone', 'talk', 'chinese', 'fm', 'thank', 'china', 'provide', 'assistance', 'help', 'indonesia', 'fight', 'covid', 'http']","['indonesia', 'ready', 'speed', 'beltandroad', 'cooperation', 'project', 'jakarta', 'bandung', 'high', 'speed', 'railway', 'say', 'indonesian', 'minister', 'phone', 'talk', 'chinese', 'fm', 'thank', 'china', 'provide', 'assistance', 'help', 'indonesia', 'fight', 'covid', 'http']",4,0,",ready,thank,assistance,help",,positive
144,"['click', 'http', 'asia', 'pacific', 'covid', 'news', 'confirmed', 'case', 'top', 'bangladesh', 'death', 'reach', 'indonesia', 'report', 'new', 'case', 'new', 'death', 'philippines', 'report', 'new', 'case', 'tally', 'afghanistan', 'report', 'new', 'case']","['click', 'http', 'asia', 'pacific', 'covid', 'news', 'confirmed', 'case', 'top', 'bangladesh', 'death', 'reach', 'indonesia', 'report', 'new', 'case', 'new', 'death', 'philippines', 'report', 'new', 'case', 'tally', 'afghanistan', 'report', 'new', 'case']",1,7,",top",",case,death,case,death,case,tally,case",negative
145,"['russia', 'confirm', 'new', 'covid', 'case', 'past', 'hour', 'raise', 'total', 'http']","['russia', 'confirm', 'new', 'covid', 'case', 'past', 'hour', 'raise', 'total', 'http']",0,1,,",case",negative
146,"['thursday', 'virtual', 'global', 'vaccine', 'summit', 'draw', 'pledge', 'billion', 'u', 'dollar', 'gov', 'ts', 'organization', 'fund', 'protect', 'child', 'deadly', 'disease', 'also', 'direct', 'research', 'distribution', 'vaccine', 'covid', 'http']","['thursday', 'virtual', 'global', 'vaccine', 'summit', 'draw', 'pledge', 'billion', 'u', 'dollar', 'gov', 'ts', 'organization', 'fund', 'protect', 'child', 'deadly', 'disease', 'also', 'direct', 'research', 'distribution', 'vaccine', 'covid', 'http']",2,1,",fund,protect",",deadly",positive
147,"['coronavirus', 'watch', 'june', 'http', 'world', 'leader', 'pledge', 'bln', 'usd', 'global', 'vaccine', 'summit', 'u', 'jobless', 'claim', 'climb', 'mln', 'last', 'week', 'covid', 'pandemic', 'still', 'threaten', 'canadians', 'health', 'trudeau', 'iran', 'daily', 'infection', 'hit', 'record', 'high']","['coronavirus', 'watch', 'june', 'http', 'world', 'leader', 'pledge', 'bln', 'usd', 'global', 'vaccine', 'summit', 'u', 'jobless', 'claim', 'climb', 'mln', 'last', 'week', 'covid', 'pandemic', 'still', 'threaten', 'canadians', 'health', 'trudeau', 'iran', 'daily', 'infection', 'hit', 'record', 'high']",0,4,,",jobless,pandemic,threaten,infection",negative
148,"['headlines', 'watch', 'un', 'news', 'address', 'appalling', 'impact', 'covid', 'minority', 'un', 'right', 'chief', 'http', 'prioritize', 'health', 'monitoring', 'amp', 'test', 'increase', 'access', 'healthcare', 'provide', 'target', 'information', 'racial', 'amp', 'ethnic', 'minority']","['headlines', 'watch', 'un', 'news', 'address', 'appalling', 'impact', 'covid', 'minority', 'un', 'right', 'chief', 'http', 'prioritize', 'health', 'monitoring', 'amp', 'test', 'increase', 'access', 'healthcare', 'provide', 'target', 'information', 'racial', 'amp', 'ethnic', 'minority']",1,1,",right",",appalling",neutral
