,0
264,"Governments can help protect women & their children from violence during #COVID19. Incl. violence against women essential services in COVID-19 emergency preparedness &amp; response plans Support hotlines, shelters &amp; other specialized services #coronavirus"
265,Here's how health systems can help women survivors of violence during #COVID19: Identify &amp; share information on support services Establish referral linkages Find out what survivors of violence need and how best to reach them safely #coronavirus
266,"#HealthWorkers, you can help women survivors of violence during #COVID19 Offer first-line support to women Provide medical treatment Connect and refer to survivors to support #coronavirus"
267,"During the #COVID19 pandemic, risks of violence increase due to: More time at home with abusers Rising stress Isolation from social support networks Limited access to critical services #coronavirus"
268,"If you are experiencing violence at home during #COVID19 and need to leave in a hurry: Identify a friend, neighbour, relative or shelter you can go to Plan how to get there Keep ready essential personal items to take with you #coronavirus"
269,"If you are experiencing violence during #COVID19: Reach out to supportive family, friends or neighbours Call a hotline or access information online if possible Seek out local services for survivors #coronavirus"
270,"With the potential of a #COVID19 vaccine ahead, we must ensure: -sufficient supplies -full understanding of how the vaccine can protect and why it’s important for individual and community health -universal access to accurate public health information and education."
271,"Commemorating #Smallpox Eradication – a legacy of hope, for #COVID19 and other diseases https://bit.ly/2SNzrR4 On 8 May 1980, the 33rd World Health Assembly officially declared: ‘The world and all its peoples have won freedom from smallpox.'"
272,"Quarantine can feel lonely, but you’re not alone. Connecting with other people is good for everyone’s #MentalHealth. #HealthyAtHome #COVID19 #coronavirus"
273,Stay #HealthyAtHome by finding time to relax during the day. Consider meditating and deep breathing exercises along with other relaxation techniques that can help to reduce stress. #COVID19 
274,"During #COVID19, looking after your #mentalhealth is vital. •Pay attention to your own needs &amp; feelings •Engage in healthy activities •Exercise regularly •Keep regular sleep routines &amp; eat healthy food Share with us what you are doing to stay #HealthyAtHome !"
275," If you are at home because of #coronavirus, it's important to stay active every day as much as you can. WHO recommends that all healthy adults do 30 mins/day of physical activity, and children should be physically active for 1 hour/day. #HealthyAtHome #COVID19 "
276,#BeActive and stay #HealthyAtHome ! Here are some physical activities you can do at home during #COVID19: ‍Try exercise classes online Dance to music Play active video games Try skipping rope Do some muscle strength and balance training 
277,"WHO's mission is: promote health, keep the world safe, serve the vulnerable. This means delivering #HealthForAll, everywhere, including in areas affected by war and conflict. The most important tool to fight #Ebola, #COVID19 and other disease outbreaks is peace. "
278,"""The antidote for this pandemic is national unity and global solidarity. Together, we will defeat #COVID19""-@DrTedros"
279,"""If we learn anything from #COVID19, it must be that investing in health now will save lives later. History will judge all of us not only on whether we got through this pandemic, but also on the lessons we learned and the actions we took once it was over""-@DrTedros"
280,"""The #COVID19 pandemic has highlighted the importance of strong national and sub-national health systems as the foundation of global health security and universal health coverage""-@DrTedros"
281,"""The risk of returning to lockdown remains very real if countries do not manage the transition extremely carefully""-@DrTedros #COVID19"
282,""" that preventive measures are in place in workplaces, schools and other places where it’s essential for people to go that importation risks can be managed that communities are fully educated, engaged and empowered to adjust to the “new norm”""-@DrTedros #COVID19"
283,""" that health system capacities are in place to detect, isolate, test and treat every #COVID19 case and trace every contact that outbreak risks are minimized in special settings like health facilities and nursing homes""-@DrTedros"
284,"""As more & more countries consider how to ease so-called lockdown restrictions, I want to reiterate the criteria that WHO recommends countries consider: that surveillance is strong, #COVID19 cases are declining &amp; transmission is controlled""-@DrTedros"
285,Media briefing on #COVID19 with @DrTedros.
286,"In a little over 3 months, #COVID19 has changed the world in so many ways, bringing us closer together and reaffirming the importance of #HealthForAll. This video shows the key moments so far as WHO works with partners worldwide to fight #coronavirus and save lives."
287,"Everyday, healthcare workers around the world are at risk. Not just from the virus, but from other people. #HealthWorkers are caring for us. Let us care for them. Be respectful. Be supportive. Be kind. #coronavirus #COVID19 "
288,How to handrub? Use alcohol-based handrub for 20-30 seconds #HandHygiene #COVID19 
289,How to handwash? Use and for at least 40-60 seconds #HandHygiene #COVID19 
290,"Good #HandHygiene plays a critical part in fighting #COVID19! The virus primarily spreads through droplet &amp; contact transmission: by touching infected people, contaminated objects or surfaces. Your hands can spread virus to other surfaces &amp; to your , or if you touch them. "
291,"Today is #HandHygiene Day! Hand Hygiene is one of the most effective actions you can take to reduce the spread of pathogens and prevent infections, including #COVID19. Join the #SafeHands challenge and practice the right technique."
292,To mark #HandHygiene Day &amp; Intl. day of #Midwife join the global clap tomorrow! No matter where you are At noon by your local time Stop what you are doing for a minute &amp; for our nurses and midwives - our guardians &amp; #SafeHands role models. #COVID19
293,"""We’re also grateful to the more than 300,000 individuals, corporations and foundations who have contributed to the #COVID19 Solidarity Response Fund, which has generated more than USD 210M in the past 6 weeks""-@DrTedros"
294,"""Several countries are now starting to ease so-called lockdown & #StayHome orders. But our common commitment to basic measures such as cleaning hands and physical distancing cannot be relaxed""-@DrTedros #COVID19"
295,"""The simple act of cleaning hands can be the difference between life & death & remains one of the most important public health measures for protecting individuals, families & communities against #COVID19 &amp; many other diseases""-@DrTedros #HandHygiene"
296,LIVE on #Periscope: Media briefing on #COVID19 with @DrTedros.
297,"""This is an opportunity not only to defeat a common enemy, but to forge a common future; a future in which all people enjoy the right to the highest attainable standard of health – and the products that deliver that right""-@DrTedros #COVID19 #UnitedAgainstCoronavirus"
298,"""But the ultimate measure of success will not be how fast we can develop tools – it will be how equally we can distribute them. None of us can accept a world in which some people are protected while others remain exposed""-@DrTedros #COVID19 #UnitedAgainstCoronavirus"
299,"""Within 2 weeks of the first #COVID19 cases being reported to WHO, the knew the genetic sequence of this virus. The first diagnostics followed within days. We already have early results from some trials of therapeutics. And several vaccines are now in human trials""-@DrTedros"
300,Live: @DrTedros addressing the @EU_Commission pledging conference on #COVID19 
301,"""As Non-Aligned Movement marks the 65th anniversary of the Ten Bandung Principles this year, it's clear that multilateral & diplomatic cooperation are needed to ensure countries can respond effectively to #COVID19, while strengthening preparedness for other emergencies""-@DrTedros"
302,"Here are just a few of the ways WHO is responding to #COVID19, including by sending critical response supplies to more than 133 countries http://bit.ly/2xCIsof"
303,"Make your own avatar using @Genies &amp; support WHO’s #StaySafe initiative with personalized stickers you can use on messaging &amp; social media! To make your Genie, simply download the Genies app from App Store and Android #COVID19 #coronavirus"
304,Share the “Do the Five to stop the spread of #coronavirus” filter and stickers with your friends on @Snapchat! And subscribe to WHO on Snapchat https://www.snapchat.com/add/who #COVID19 
305,Say “Thank you!” with WHO-Viber Medical Superheroes sticker pack to show your appreciation for #HealthWorkers who are working around the clock in time of #COVID19! https://vb.me/e120c9 #coronavirus
306,Stay connected with your loved ones during #COVID19: Send air high five &amp; celebrate our medical heroes using WHO-@WhatsApp 'Together At Home' sticker pack! #coronavirus
307, Get latest &amp; accurate information about #COVID19 with WHO Viber interactive chatbot. Available in multiple languages http://bit.ly/2R3QgGf #coronavirus
308, WHO Health Alert on #COVID19 is also on Messenger http://messenger.com/t/WHO Stay informed and get accurate information about #Coronavirus!
309, Stay informed on the latest information about #COVID19 from trusted sources. Try WHO WhatsApp service http://bit.ly/who-covid19-whatsapp Start by typing ‘hi’. #coronavirus
310,WHO Public Health experience & @EIB financial expertise will together enhance capacity to fight #COVID19 and address other pressing health challenges more effectively http://bit.ly/35xOW4N
311, WHO &amp; @EIB agree to boost efforts to support countries in addressing the health impact of #COVID19 &amp; build resilient health systems to fight future pandemics. More details http://bit.ly/35xOW4N
312,The #COVID19 Emergency Committee provided the following advice for all States Parties on essential health services 
313,The #COVID19 Emergency Committee provided the following advice for all States Parties on additional health measures 
314,Here is the #COVID19 Emergency Committee statement: https://bit.ly/3fcaVCm The committee unanimously unanimously agreed that the outbreak still constitutes a public health emergency of international concern.
315,Media briefing on #COVID19 with @DrTedros.
316,"Dr @mvankerkhove answers questions about ""immunity passports"" #COVID19 "
317,"Services to respond to violence against women are essential during the #COVID19 pandemic. INVEST, PROTECT &amp; SUPPORT these services for the health of women, children and adolescents. #coronavirus"
318,Dr Didier Houssin is again chairing the International Health Regulations Emergency Committee on #COVID19. The full list of the Committee members: 
319,"Governments can help protect women & their children from violence during #COVID19. Incl. violence against women essential services in COVID-19 emergency preparedness &amp; response plans Support hotlines, shelters &amp; other specialized services #coronavirus"
320,Here's how health systems can help women survivors of violence during #COVID19 Identify &amp; share information on support services Establish referral linkages Find out what survivors of violence need and how best to reach them safely #coronavirus
321,"#HealthWorkers, you can help women survivors of violence during #COVID19 Offer first-line support to women Provide medical treatment Connect and refer to survivors to support #coronavirus"
322,"During the #COVID19 pandemic, risks of violence increase due to: More time at home with abusers Rising stress Isolation from social support networks Limited access to critical services #coronavirus"
323,"If you are experiencing violence at home during #COVID19 and need to leave in a hurry: Identify a friend, neighbour, relative or shelter you can go to Plan how to get there Keep ready essential personal items to take with you #coronavirus"
324,"If you are experiencing violence during #COVID19: Reach out to supportive family, friends or neighbours Call a hotline or access information online if possible Seek out local services for survivors #coronavirus"
325,The International Health Regulations Emergency Committee on #COVID19 has reconvened today. Read more about the Emergency Committee http://bit.ly/2RjJugm
326,Maintaining a healthy lifestyle is particularly important during the #COVID19 outbreak. Eat healthy diets Stay physically active Quit smoking Avoid drinking alcohol or keep to a minimum Get enough sleep http://bit.ly/2YdFt0D
327,"To stay safe during #COVID19, here are tips for people w/ #diabetes: Take your &amp; follow medical advice Secure 1 month+ supply of medication Keep distance from sick people Wash often Quit smoking Avoid drinking alcohol/keep to a minimum Protect mental health"
328,"People with heart disease, #diabetes &amp; respiratory conditions may appear to be more susceptible to becoming severely ill with #COVID19. You can follow WHO guidance to reduce the risk of infection http://bit.ly/2YdFt0D #coronavirus"
329,People with #diabetes need to access treatment without interruption during the #COVID19 pandemic. Latest information on the diagnosis &amp; management of Type 2 diabetes from WHO provides guidance for countries &amp; healthcare facilities to achieve this http://bit.ly/3eT869i
330,People with noncommunicable diseases such as #diabetes appear to be more vulnerable to becoming severely ill with #COVID19. New WHO guidance provides essential information on the diagnosis and management of Type 2 diabetes in healthcare facilities http://bit.ly/3eT869i
331,FACT: Exposing yourself to the sun or to temperature higher than 25C degrees DOES NOT prevent nor cure #COVID19 More: http://bit.ly/COVID19Mythbusters #coronavirus #KnowTheFacts
332,FACT: #COVID19 IS NOT transmitted through houseflies More: http://bit.ly/COVID19Mythbusters #coronavirus #KnowTheFacts
333,FACT: Spraying or introducing bleach or another disinfectant into your body WILL NOT protect you against #COVID19 and can be dangerous. More: http://bit.ly/COVID19Mythbus… #coronavirus #KnowTheFacts
334,The full briefing on #COVID19 by @DrTedros 
335,"""One thing that we would ask is unity at the national level and solidarity at the global level. More than ever, the human race should stand together to defeat this virus""-@DrTedros #COVID19"
336,"""Earlier the same day, WHO held a press briefing at which we said that, based on our past experience with coronaviruses, human-to-human transmission was likely""-@DrTedros #COVID19 "
337,"""On the 11th of January, #China shared the genetic sequence of the virus for countries to use in developing testing kits. On the same day, China reported the first death from the new #coronavirus""-@DrTedros #COVID19 "
338,"""On the same day, WHO also issued its first public Disease Outbreak News, publishing technical information for the scientific and public health communities, as well as the world’s media""-@DrTedros #COVID19 "
339,"""Yesterday was GOARN’s 20th birthday, and I’d like to take this opportunity to say thank you and congratulations to every single GOARN member for their commitment to responding to the #COVID19 pandemic and many other emergencies""-@DrTedros"
340,"""On the 31st of December [2019], WHO’s Epidemic Intelligence System picked up a report about a cluster of cases of pneumonia of unknown cause in Wuhan, ""-@DrTedros #COVID19"
341,"""As of tomorrow, it will be three months since I declared a public health emergency of international concern over the outbreak of novel #coronavirus""-@DrTedros #COVID19 "
342,Media briefing on #COVID19 with @DrTedros.
343,We must protect the dignity & #HumanRights of those most vulnerable who require additional attention in the #COVID19 response incl: older people persons with disabilities people who are homeless refugees migrants prisoners Leave no one behind! https://bit.ly/COVID19-Rights
344,"In the context of personal protective equipment shortages, #HumanRights require governments to take urgent measures to mitigate shortages &amp; protect #healthworkers at the front line of fighting #COVID19. https://bit.ly/2KsT6AQ"
345,"In #Yemen, WHO supports 333 #COVID19 rapid response teams. These 5-person teams are present in every district in the country, responsible for detecting, assessing &amp; responding to suspected cases. WHO is also equipping hospitals &amp; delivering vital supplies https://bit.ly/2ShwTdn"
346,"Restrictive measures to control #COVID19 should only be used when there is a clear public health rationale. When that need has passed, restrictions must be lifted without delay. Not doing so violates #HumanRights &amp; undermines public health objectives. https://bit.ly/COVID19-Rights"
347,Public health emergencies like #COVID19 can lead to discrimination with negative physical &amp; #mentalhealth consequences. We must protect #humanrights: ensure accurate information address stigmatizing behaviour support those faced by stigma https://bit.ly/2xOBSeH
348,"The fight against #COVID19 is a global fight, requiring solidarity and a focus on the #HumanRights of all people everywhere. Together we must preserve the rights of all &amp; leave no one behind. https://bit.ly/COVID19-Rights"
349,#HealthWorkers are working 24/7 to protect and heal us from #COVID19. Let’s support our heroes! Let’s #ThanksHealthHeroes! https://bit.ly/3bmE5w7
350,"WHO urges governments, employers & workers organizations to institute measures for zero-tolerance to violence against #HealthWorkers on the way to &amp; from work and at work; and to intensify social support &amp; respect for health workers &amp; their families #COVID19 "
351,Polio vaccinators brave long distances Mountain & harsh terrain Desert to make sure no child is left unprotected against the poliovirus. Now they’re lending their support & experience to fight #COVID19. #EndPolio #VaccinesWork
352,"""We are facing an unprecedented global health crisis that demands an unprecedented response. From the beginning of this pandemic I have stressed the need for an all-of-government approach""-@DrTedros at the WHO-@IPUparliament-@UNDRR webinar on #COVID19 "
353,"Doctors, nurses, security personnel and staff who assist in testing #COVID19 patients, tracing their contacts and enforcing physical distancing measures to stop the pandemic often experience threats and aggression. http://bit.ly/2KGssEQ"
354,"In the #COVID19 pandemic, shortage of staff &amp; resources and increasing social tensions result in increased level of violence against #HealthWorkers and even attacks against health care facilities. http://bit.ly/2KGssEQ"
355,"#HealthWorkers infected with #COVID19 after exposure in the workplace should have the right to employment injury benefits for occupational disease, including compensation, rehabilitation, and curative services. https://bit.ly/2KGssEQ"
356,"Major occupational risks for #COVID19 infection among #HealthWorkers are: -Late diagnosis of #COVID-19 in patients -Working in a high-risk department -Long working duty hours -Insufficient adherence to infection prevention &amp; control measures, e.g. hand hygiene practices"
357,Today is World Day for Safety & Health at Work #HealthWorkers are on the frontline of the #COVID19 response &amp; exposed to hazards that put them at risk of infection. Risks incl: -Pathogen -Long working hours -Psychological distress -Fatigue -Occupational burnout -Stigma -Violence 
358,"Since January 30, WHO has been calling on countries to prepare to find, test, treat and isolate every #COVID19 patient and trace all contacts. Some, but not all, countries have followed WHO advice. https://twitter.com/who/status/1254897255292776457?s=21"
359,"“On January 30, we declared the highest level of global emergency on #COVID19. During that time there were only 82 cases outside . No cases in Latin America, actually. No cases in Africa. Only 10 cases in Europe.”-@DrTedros"
360, Sending medical equipment to #Haiti Producing lab supplies in #Iraq ‍Supporting rapid response teams in #Kenya Setting up a COVID hotline in #Romania These are just a few ways @WHO is responding to #COVID19 at the country level. More https://bit.ly/2VDx9Wx #WHOImpact
361,"""I continue to call for the world to come together in solidarity and national unity to confront the #COVID19 pandemic, but also to prevent the next one, and to build a healthier, safer, fairer world for everyone, everywhere""-@DrTedros"
362,"""As lockdowns in Europe ease with declining numbers of new #COVID19 cases, we continue to urge countries to find, isolate, test and treat all cases and trace every contact, to ensure these declining trends continue""-@DrTedros"
363,Media briefing on #COVID19 with @DrTedros.
364,"On 30 January 2020, WHO triggered its highest global emergency alert by declaring #COVID19 a Public Health Emergency of International Concern. At the time, there were fewer than 100 cases and no deaths outside China. @mrigankshail"
365,"World Immunization Week is a chance to thank health workers who go the distance! Meet Dr Rosemary Onyibe, working to #EndPolio for over a decade, fighting ebola in 2014 and now on the frontlines of #COVID19 response in Nigeria http://bit.ly/2S4cyZ6"
366,"Vaccination protects us all! During emergencies like #COVID19, risk of outbreaks like measles &amp; polio increases. #VaccinesWork to help keep us safe, keep us out of hospitals and protect our health workers. Make sure you &amp; your family are protected through vaccines."
367,"DYK: Many working to #EndPolio are also nurses &amp; midwives in their community? They deliver vaccines, babies and are on the frontlines of #COVID19 response. This World Immunization Week, let’s #SupportNursesAndMidwives and thank them for keeping us safe!"
368,"As we respond to #COVID19, now more than ever, we must ensure the continuation of essential health services like immunization, to stop vaccine-preventable diseases like measles, polio &amp; meningitis. #SupportNursesAndMidwives working on the frontline "
369,"Millions of children around the will likely miss out on lifesaving due to #COVID19. To combat the resurgence of other deadly diseases, we must continue delivering vaccines where we can and immunization once this outbreak is under control. #VaccinesWork"
370,"To avoid further confusion, we are taking down the previous thread on the #COVID19 ""immunity passport"", but you can still see it here "
371,"What we don't yet know is the level of protection or how long it will last. We are working with scientists around the world to better understand the body's response to #COVID19 infection. So far, no studies have answered these important questions. "
372,"Earlier today we tweeted about a new WHO scientific brief on ""immunity passports"". The thread caused some concern & we would like to clarify: We expect that most people who are infected with #COVID19 will develop an antibody response that will provide some level of protection. "
373,"#COVID19 is confronting families globally with the deadly and devastating impacts of disease outbreaks. In the midst of this crisis, we must also work to ensure all people are protected against diseases for which we have vaccines to prevent. #VaccinesWork for all!"
374,"""Our shared commitment is to ensure all people have access to all the tools to defeat #COVID19. The ACT Accelerator brings together the combined power of several organizations to work with speed and scale""-@DrTedros"
375,"""This is a landmark collaboration to accelerate the development, production and equitable distribution of vaccines, diagnostics, and therapeutics for #COVID19""-@DrTedros"
376,LIVE: Launch of the Access to #COVID19 Tools (ACT) accelerator 
377,"Join world leaders at the virtual launch of a landmark collaboration to accelerate the development, production and equitable distribution of vaccines, diagnostics, and therapeutics for #COVID19. 13:00 GMT/15:00 CEST @WHO: Access to COVID-19 Tools (ACT) accelerator"
378,Be aware that hackers and cyber scammers are taking advantage of the #COVID19 pandemic by sending fraudulent email and WhatsApp messages that attempt to trick you into clicking on malicious links or opening attachments https://bit.ly/2Kt5dy3 #coronavirus
379,WHO urges vigilance after fivefold increase in cyber attacks since the start of the #COVID19 pandemic https://bit.ly/2VY2m5I #coronavirus
380,Countries in sub-Saharan Africa need to move fast & distribute #malaria prevention &amp; treatment tools at this stage of the #COVID19 outbreak to avoid an increase in malaria related deaths http://bit.ly/3cMY1cl
381,"New analysis conducted by WHO in partnership with @MalariaAtlas, @PATHtweets &amp; @gatesfoundation reinforces call for maintaining #malaria prevention &amp; treatment services during the #COVID19 pandemic to save lives in sub-Saharan Africa https://bit.ly/3cMY1cl"
382,"""WHO remains deeply committed to standing with the government and people of #Pakistan to prevent infections &amp; save lives. We’re all in this together &amp; we will only get through it together. Finally, I would like to wish all Muslims in Pakistan #Ramadan kareem""-@DrTedros #COVID19"
383,"""Without effective interventions there could be an estimated 200K+ cases by mid-July. The impacts on the economy could be devastating, doubling the number of people living in poverty. We must act in solidarity, with a coherent, coordinated approach""-@DrTedros #COVID19"
384,""" ’s #COVID19 Response Plan is a joint strategy of the Government of #Pakistan, the @UN and partners. It is aligned with the @GlobalGoalsUN, Pakistan’s National Action Plan and WHO’s global Strategic Preparedness and Response Plan""-@DrTedros"
385,"""When this year began, little was known about #COVID19. Now, it has spread globally, upending health systems and economies, and putting lives and livelihoods at risk""-@DrTedros at the Launch of #Pakistan National Strategic Preparedness and Response Plan virtual conference"
386,"Ahead of #WorldImmunizationWeek, WHO warns: Shutting down immunization services in the #COVID19 pandemic risks triggering a resurgence of diseases that can be prevented with safe and effective vaccines https://bit.ly/34ZRQyX #VaccinesWork for all!"
387,"WHO declared #COVID19 a Public Health Emergency of International Concern on 30 January 2020, when there were less than 100 cases, and no deaths, outside of #China."
388,"#OpenWHO, the free, open-access learning platform for health emergencies, now offers 9 online courses related to #COVID19 Enroll today: https://bit.ly/3efpRPN"
389,"""We’re all in this together. And we will only get through it together""-@DrTedros #COVID19 The full statement: "
390,"""With the holy month of #Ramadan starting tomorrow, I would like to wish all Muslims around the world Ramadan kareem. This is a season of reflection and community – an opportunity for kindness and solidarity""-@DrTedros #COVID19"
391,"""There are disturbing reports in many countries, in all regions, about discrimination related to #COVID19. Stigma &amp; discrimination are never acceptable anywhere at anytime &amp; must be fought in all countries. This is a time for solidarity, not stigma""-@DrTedros"
392,"""Countries that don’t do these six central things, and do them consistently, will see more cases, and more lives will be lost. To be clear, WHO’s advice is to find & test every suspected case, not every person in a population""-@DrTedros #COVID19"
393,"""One of the greatest dangers we face now is complacency. People in countries with #StayHome orders are understandably frustrated with being confined to their homes for weeks on end""-@DrTedros #COVID19"
394,"""Early evidence suggests most of the ’s population remains susceptible. That means epidemics can easily re-ignite""-@DrTedros #COVID19"
395,"""There’s no question that #StayHome orders and other physical distancing measures have successfully suppressed transmission in many countries. But this virus remains extremely dangerous""-@DrTedros #COVID19"
396,"""And some that were affected early in the pandemic are now starting to see a resurgence in cases. Make no mistake: we have a long way to go. This virus will be with us for a long time""-@DrTedros #COVID19"
397,"""Most of the epidemics in Western Europe appear to be stable or declining. Although numbers are low, we see worrying upward trends in Africa, Central a& South America, & Eastern Europe. Most countries are still in the early stages of their epidemics""-@DrTedros #COVID19"
398,"""Globally, almost 2.5 million cases of #COVID19 have now been reported to WHO, and more than 160,000 deaths. We see different trends in different regions, and even within regions""-@DrTedros"
399,Media briefing on #COVID19 with @DrTedros.
400,"Tobacco lobbyists have tried to manipulate #COVID19 policymaking to get tobacco shops listed as 'essential' &amp; offer free delivery of tobacco products to people in quarantine. Smokers likely face more severe symptoms if infected, leading to hospitalizations &amp; premature deaths. "
401,""" we call on countries to implement proven public health measures aggressively: detect, test, isolate and care for every case, and trace and quarantine every contact""-@DrTedros #COVID19"
402,"""Confirmed patients who have mild #COVID19 or do not require hospitalization should be admitted to temporary isolation facilities managed properly with infection prevention and control measures in place""-@DrTedros"
403,"""Early isolation of ALL cases is perhaps the most important public health measure in controlling the spread of #COVID19""-@DrTedros"
404,"""The #COVID19 pandemic is showing that no country or region is immune. Almost 140,000 cases and more than 6000 deaths have been reported to @WHOEMRO so far""-@DrTedros at the Eastern Mediterranean Region Ministerial Meeting on COVID-19"
405,The tobacco industry is creating controversy & confusion about the risk of nicotine & tobacco product use and #COVID19. FACT: Health experts have warned that smokers with COVID-19 likely suffer more serious conditions that could lead to premature death #TobaccoExposed
406,"Smoking damages your lungs and other parts of your body, and it makes you more vulnerable to #COVID19 infection. It is the right time to quit smoking for a safer and better health http://bit.ly/33JFVo0 #coronavirus"
407,Using tobacco products can increase your chance of getting #COVID19 Bringing your to your can transfer the virus into your body Sharing tobacco products can transmit the virus between people Tobacco weakens your respiratory system making you more vulnerable to the virus 
408,"Want to send an air high five , celebrate our medical heroes , or show love to a personal hero in your life ? Check the new WHO-@WhatsApp 'Together At Home' sticker pack and stay connected with your loved ones throughout this moment and beyond. #COVID19 "
409,New #OpenWHO online course to support #healthworkers during the #COVID19 response: learn how to prevent infections with good hand hygiene https://bit.ly/3eGx2AI
410,"The whole WHO family is saddened by the news that we lost a colleague, Pyae Sone Win Maun, who was hurt in a security incident in #Myanmar, while transporting #COVID19 surveillance samples. Our thoughts are with his family, friends and colleagues. "
411,"Access to information is to fighting #COVID19. With an estimated 3.6 billion people still offline, the goal of the campaign is to reach everyone with vital health messages, whatever their connectivity level http://bit.ly/2KiPlhv"
412,Joint statement by @WTO Director-General @WTODGAZEVEDO and WHO Director-General @DrTedros on the importance of ensuring normal cross-border flow of vital medical supplies and other goods and services to fight #COVID19 https://bit.ly/3aoEpcA
413,.@ITU &amp; WHO call on all the world’s telecommunication companies to join them to unleash the power of communication technology to reach billions of people with vital health information on #COVID19 that will help save lives http://bit.ly/2KiPlhv
414,The full briefing on #COVID19 by @DrTedros 
415,"""WHO has been working closely with the @WFP to deliver masks, goggles, test kits, face shields &amp; other medical equipment to 40 countries. This is part of the overarching drive to keep supply chains moving &amp; ensure key supplies reach 120 priority countries""-@DrTedros #COVID19"
416,"""Solidarity flights continue to ship lifesaving medical supplies across Africa to protect #healthworkers, who are on the frontlines in the effort to save lives and slow the pandemic""-@DrTedros #COVID19"
417,"""While antibody tests are important for knowing who has been infected, tests that find the virus are a core tool for active case finding, diagnosis, isolation and treatment""-@DrTedros #COVID19"
418,"""Early data from some of these studies suggest that a relatively small percentage of the population may have been infected, even in heavily affected areas""-@DrTedros #COVID19"
419,"""We welcome the accelerated dev. & validation of tests to detect #COVID19 antibodies - helping us to understand the extent of infection in the population. WHO is providing technical, scientific &amp; support for the rollout of sero-epidemiologic surveys across the ""-@DrTedros"
420,"""So-called lockdowns can help to take the heat out of a country’s epidemic, but they cannot end it alone. Countries must now ensure they can detect, test, isolate and care for every case, and trace every contact""-@DrTedros #COVID19"
421,"""We want to re-emphasize that easing restrictions is not the end of the epidemic in any country. Ending the epidemic will require a sustained effort on the part of individuals, communities and governments to continue suppressing and controlling the virus""-@DrTedros #COVID19"
422,"""We’ve spoken previously about the factors countries must consider as they plan to start lifting so-called #COVID19 lockdown restrictions""-@DrTedros"
423,Media briefing on #COVID19 with @DrTedros.
424,"Looking for global literature on #COVID19? Go to WHO COVID-19 Database, a compilation of the latest international, multilingual scientific findings and knowledge on the disease. Updated daily (Monday through Friday) http://bit.ly/2SIFLJY"
425,"To protect people from #COVID19, WHO &amp; @ITU, with support from @UNICEF, will work with telecommunication companies to text vital health messages to billions of people who don’t have access to the internet directly on their mobile phones https://bit.ly/2KiPlhv"
426,Q: How should I wash fruit and vegetables in the time of #COVID19? More: http://bit.ly/2tMEBmu #coronavirus #KnowtheFacts
427,WHO and @Viber fight #COVID19 misinformation with interactive chatbot in multiple languages http://bit.ly/2R3QgGf Stay informed and get accurate information about #coronavirus! #KnowtheFacts
428,WHO Health Alert on #COVID19 is now active on Messenger http://messenger.com/t/WHO Stay informed and get accurate information about #Coronavirus! #KnowtheFacts
429,"Stay informed on the latest information about #COVID19 from trusted sources Make sure your information comes from reliable sources such as your local or national public health agency, or WHO website http://bit.ly/2HiUOU2 #TogetherAtHome"
430,"Quarantine can lead to loneliness, especially for older people and people who live alone. Stay connected with other people via telephone , social media or online communities to maintain your #MentalHealth #COVID19 #coronavirus #TogetherAtHome"
431,"""I would also like to take this opportunity to thank you [ Kingdom] for your generous support – the US$500 million you have announced. And thank you for bringing us together today at this critical time""-@DrTedros at G20 Health Ministers Meeting #COVID19 "
432,"If you're an older adult or have any underlying condition, you should: Avoid public gatherings Decline visits during the #COVID19 outbreak Alternatively, socialize by phone everyday with friends or family Stay at least 1 meter away from others #TogetherAtHome"
433,"Avoid touching your face, especially your eyes , nose and mouth to prevent the virus from entering your body #COVID19 #Coronavirus #TogetherAtHome"
434,"Protect yourself & others, and reduce your risk of #COVID19 infection: Wash your with and running water when hands are visibly dirty. If your are not visibly dirty, wash them with and water or use an alcohol-based hand cleanser. #TogetherAtHome"
435,Here are simple steps you can take to protect your health &amp; the health of other people while being #TogetherAtHome ! #COVID19 #Coronavirus
436,WHO’s response in supporting countries on #COVID19: -Track &amp; identify cases -Ensure patients get the care they need -Frontline workers get essential supplies &amp; information -Advice the public -Train responders -Accelerate R&amp;D of vaccine &amp; treatments http://bit.ly/COVID19Donate
437,"Thank you everyone for watching the One World: #TogetherAtHome concert!!! If you missed it, replay it here #COVID19 #coronavirus"
438,"The #TogetherAtHome concert has ended, but our appreciation to all the health care workers of the world continues: Thank you for working round the clock to fight the #COVID19 pandemic. Thank you for the difference you are making, every day and everywhere "
439,Bust myths on #COVID19! http://bit.ly/COVID19Mythbusters #KnowtheFacts #TogetherAtHome
440,"""We are all in this together. Trust in science and know that the world is working hard on a vaccine and treatments. Keep being kind to one another and always find joy in your days""-@mvankerkhove, One world: #TogetherAtHome #COVID19 "
441,"During #COVID19, looking after your #mentalhealth is vital. Pay attention to your own needs &amp; feelings Engage in healthy activities Exercise regularly Keep regular sleep routines &amp; eat healthy food Keep things in perspective #TogetherAtHome"
442,"While being #TogetherAtHome, here are some physical activities you can do at home during #COVID19 outbreak to stay #HealthyAtHome: ‍Try exercise classes online Dance to music Play active video games Try skipping rope Do some muscle strength &amp; balance training"
