,0,tweets,positivewordscount,negativewordscount,positive_words,negative_words,over all sentiment
119,"['media', 'brief', 'covid', 'drtedros']","['media', 'brief', 'covid', 'drtedros']",0,0,,,neutral
120,"['best', 'way', 'ensure', 'case', 'covid', 'downward', 'trajectory', 'put', 'strong', 'testing', 'disease', 'surveillance', 'public', 'health', 'measure', 'place']","['best', 'way', 'ensure', 'case', 'covid', 'downward', 'trajectory', 'put', 'strong', 'testing', 'disease', 'surveillance', 'public', 'health', 'measure', 'place']",3,1,",best,ensure,strong",",case",positive
121,"['solidarity', 'trial', 'international', 'clinical', 'trial', 'help', 'find', 'effective', 'treatment', 'covid', 'launch', 'partner', 'hop', 'one', 'treatment', 'trial', 'result', 'improve', 'clinical', 'outcome', 'covid', 'patient', 'save', 'life']","['solidarity', 'trial', 'international', 'clinical', 'trial', 'help', 'find', 'effective', 'treatment', 'covid', 'launch', 'partner', 'hop', 'one', 'treatment', 'trial', 'result', 'improve', 'clinical', 'outcome', 'covid', 'patient', 'save', 'life']",7,0,",solidarity,help,effective,treatment,treatment,improve,save",,positive
122,"['executive', 'group', 'solidarity', 'trial', 'implement', 'temporary', 'pause', 'trial', 'hydroxychloroquine', 'treatment', 'covid', 'safety', 'data', 'review', 'data', 'safety', 'monitoring', 'committee']","['executive', 'group', 'solidarity', 'trial', 'implement', 'temporary', 'pause', 'trial', 'hydroxychloroquine', 'treatment', 'covid', 'safety', 'data', 'review', 'data', 'safety', 'monitoring', 'committee']",2,0,",solidarity,treatment",,positive
123,"['recovering', 'covid', 'involve', 'major', 'financial', 'reform', 'good', 'place', 'start', 'fossil', 'fuel', 'subsidy', 'http', 'healthyrecovery', 'united', 'nations', 'un']","['recovering', 'covid', 'involve', 'major', 'financial', 'reform', 'good', 'place', 'start', 'fossil', 'fuel', 'subsidy', 'http', 'healthyrecovery', 'united', 'nations', 'un']",4,0,",recovering,recovering,reform,good",,positive
124,"['manifesto', 'healthyrecovery', 'covid', 'stop', 'use', 'taxpayer', '’', 'money', 'fund', 'pollution', '‘', 'time', 'stop', 'pay', 'pollution', 'bill', 'pocket', 'lung', 'http']","['manifesto', 'healthyrecovery', 'covid', 'stop', 'use', 'taxpayer', '’', 'money', 'fund', 'pollution', '‘', 'time', 'stop', 'pay', 'pollution', 'bill', 'pocket', 'lung', 'http']",1,0,",fund",,positive
125,"['many', 'large', 'dynamic', 'city', 'world', 'milan', 'paris', 'london', 'react', 'covid', 'crisis', 'pedestrianizing', 'street', 'amp', 'massively', 'expand', 'cycle', 'lane', 'enable', '“', 'physically', 'distant', '”', 'transport', 'crisis', 'healthyrecovery', 'usda']","['many', 'large', 'dynamic', 'city', 'world', 'milan', 'paris', 'london', 'react', 'covid', 'crisis', 'pedestrianizing', 'street', 'amp', 'massively', 'expand', 'cycle', 'lane', 'enable', '“', 'physically', 'distant', '”', 'transport', 'crisis', 'healthyrecovery', 'usda']",1,2,",dynamic",",crisis,crisis",negative
126,"['manifesto', 'healthyrecovery', 'covid', 'build', 'healthy', 'liveable', 'city', 'public', 'transport', 'walk', 'cycle', 'brings', 'major', 'health', 'benefit', 'reduce', 'air', 'pollution', 'road', 'traffic', 'injury', 'http']","['manifesto', 'healthyrecovery', 'covid', 'build', 'healthy', 'liveable', 'city', 'public', 'transport', 'walk', 'cycle', 'brings', 'major', 'health', 'benefit', 'reduce', 'air', 'pollution', 'road', 'traffic', 'injury', 'http']",2,1,",healthy,benefit",",injury",positive
127,"['experience', 'violence', 'home', 'covid', 'amp', 'need', 'leave', 'hurry', 'identify', 'friend', 'neighbour', 'relative', 'safehouse', 'go', 'plan', 'get', 'keep', 'ready', 'essential', 'personal', 'item', 'take', 'https', 'kelly', 'smith']","['experience', 'violence', 'home', 'covid', 'amp', 'need', 'leave', 'hurry', 'identify', 'friend', 'neighbour', 'relative', 'safehouse', 'go', 'plan', 'get', 'keep', 'ready', 'essential', 'personal', 'item', 'take', 'https', 'kelly', 'smith']",2,0,",ready,essential",,positive
128,"['manifesto', 'healthyrecovery', 'covid', 'ensure', 'quick', 'healthy', 'energy', 'transition', 'people', 'breathe', 'outdoor', 'air', 'pollution', 'level', 'exceed', 'air', 'quality', 'guideline', 'value']","['manifesto', 'healthyrecovery', 'covid', 'ensure', 'quick', 'healthy', 'energy', 'transition', 'people', 'breathe', 'outdoor', 'air', 'pollution', 'level', 'exceed', 'air', 'quality', 'guideline', 'value']",3,0,",ensure,healthy,guideline",,positive
129,"['health', 'care', 'facility', 'must', 'equip', 'water', 'sanitation', 'service', 'incl', 'constitute', 'basic', 'intervention', 'cut', 'spread', 'covid', 'infection', 'http', 'healthrecovery']","['health', 'care', 'facility', 'must', 'equip', 'water', 'sanitation', 'service', 'incl', 'constitute', 'basic', 'intervention', 'cut', 'spread', 'covid', 'infection', 'http', 'healthrecovery']",1,2,",facility",",spread,infection",negative
130,"['manifesto', 'healthyrecovery', 'covid', 'invest', 'essential', 'service', 'water', 'sanitation', 'clean', 'energy', 'healthcare', 'facility', 'around', 'billion', 'people', 'lack', 'access', 'basic', 'service', 'require', 'protect', 'health']","['manifesto', 'healthyrecovery', 'covid', 'invest', 'essential', 'service', 'water', 'sanitation', 'clean', 'energy', 'healthcare', 'facility', 'around', 'billion', 'people', 'lack', 'access', 'basic', 'service', 'require', 'protect', 'health']",4,1,",essential,clean,facility,protect",",lack",positive
131,"['manifesto', 'healthyrecovery', 'covid', 'protect', 'preserve', 'source', 'human', 'health', 'nature', 'overall', 'plan', 'post', 'covid', 'recovery', 'specifically', 'plan', 'reduce', 'risk', 'future', 'epidemic', 'need', 'lessen', 'impact', 'environment']","['manifesto', 'healthyrecovery', 'covid', 'protect', 'preserve', 'source', 'human', 'health', 'nature', 'overall', 'plan', 'post', 'covid', 'recovery', 'specifically', 'plan', 'reduce', 'risk', 'future', 'epidemic', 'need', 'lessen', 'impact', 'environment']",2,2,",protect,recovery",",risk,epidemic",neutral
132,"['manifesto', 'healthyrecovery', 'covid', 'align', 'resound', 'call', 'action', 'world', 'health', 'community', 'http', 'greenpeace', 'vivek']","['manifesto', 'healthyrecovery', 'covid', 'align', 'resound', 'call', 'action', 'world', 'health', 'community', 'http', 'greenpeace', 'vivek']",1,0,",resound",,positive
133,"['document', 'provide', 'practical', 'guidance', 'implement', 'rapid', 'mortality', 'surveillance', 'measure', 'excess', 'mortality', 'context', 'covid', 'pandemic', 'big', 'focus', 'implementation', 'low', 'resource', 'setting', 'http', 'worldhealthdata']","['document', 'provide', 'practical', 'guidance', 'implement', 'rapid', 'mortality', 'surveillance', 'measure', 'excess', 'mortality', 'context', 'covid', 'pandemic', 'big', 'focus', 'implementation', 'low', 'resource', 'setting', 'http', 'worldhealthdata']",2,1,",guidance,rapid",",pandemic",positive
134,"['countries', 'need', 'real', 'time', 'mortality', 'data', 'effective', 'covid', 'response', 'together', 'vitalstrat', 'amp', 'africacdc', 'release', 'new', 'technical', 'package', 'rapid', 'mortality', 'surveillance', 'http', 'worldhealthdata']","['countries', 'need', 'real', 'time', 'mortality', 'data', 'effective', 'covid', 'response', 'together', 'vitalstrat', 'amp', 'africacdc', 'release', 'new', 'technical', 'package', 'rapid', 'mortality', 'surveillance', 'http', 'worldhealthdata']",4,0,",effective,together,package,rapid",,positive
135,"['arm', 'trial', 'continue', 'concern', 'relate', 'use', 'hydroxychloroquine', 'chloraquine', 'covid', 'wish', 'reiterate', 'drug', 'accept', 'generally', 'safe', 'use', 'patient', 'autoimmune', 'disease', 'malaria', 'drtedros']","['arm', 'trial', 'continue', 'concern', 'relate', 'use', 'hydroxychloroquine', 'chloraquine', 'covid', 'wish', 'reiterate', 'drug', 'accept', 'generally', 'safe', 'use', 'patient', 'autoimmune', 'disease', 'malaria', 'drtedros']",2,0,",concern,safe",,positive
136,"['author', 'report', 'among', 'covid', 'patient', 'receive', 'drug', 'use', 'alone', 'macrolide', 'estimate', 'high', 'mortality', 'rate', 'drtedros']","['author', 'report', 'among', 'covid', 'patient', 'receive', 'drug', 'use', 'alone', 'macrolide', 'estimate', 'high', 'mortality', 'rate', 'drtedros']",0,0,,,neutral
137,"['friday', 'thelancet', 'publish', 'observational', 'study', 'hydroxycholoroquine', 'amp', 'chloraquine', 'amp', 'effect', 'covid', 'patient', 'hospitalise', 'drtedros']","['friday', 'thelancet', 'publish', 'observational', 'study', 'hydroxycholoroquine', 'amp', 'chloraquine', 'amp', 'effect', 'covid', 'patient', 'hospitalise', 'drtedros']",0,0,,,neutral
138,"['media', 'brief', 'covid', 'drtedros']","['media', 'brief', 'covid', 'drtedros']",0,0,,,neutral
139,"['covid', 'change', 'many', 'way', 'bring', 'us', 'closer', 'together', 'reaffirm', 'importance', 'healthforall', 'n', 'miss', 'video', 'show', 'key', 'moment', 'far', 'work', 'partner', 'worldwide', 'fight', 'pandemic', 'save', 'life']","['covid', 'change', 'many', 'way', 'bring', 'us', 'closer', 'together', 'reaffirm', 'importance', 'healthforall', 'n', 'miss', 'video', 'show', 'key', 'moment', 'far', 'work', 'partner', 'worldwide', 'fight', 'pandemic', 'save', 'life']",3,2,",together,reaffirm,save",",miss,pandemic",positive
140,"['openwho', 'course', 'introduction', 'covid', 'available', 'language', 'include', 'new', 'one', 'amharic', 'አማርኛ', 'hausa', 'swahili', 'join', 'learn', 'platform', 'today', 'http', 'openwho', 'org']","['openwho', 'course', 'introduction', 'covid', 'available', 'language', 'include', 'new', 'one', 'amharic', 'አማርኛ', 'hausa', 'swahili', 'join', 'learn', 'platform', 'today', 'http', 'openwho', 'org']",2,0,",available,join",,positive
141,"['november', 'global', 'preparedness', 'monitoring', 'board', 'publish', 'first', 'report', 'warn', 'dangerously', 'unprepared', '“', 'real', 'threat', 'rapidly', 'move', 'highly', 'lethal', 'pandemic', 'respiratory', 'pathogen', '”', '–', 'risk', 'remain', 'today', 'covid']","['november', 'global', 'preparedness', 'monitoring', 'board', 'publish', 'first', 'report', 'warn', 'dangerously', 'unprepared', '“', 'real', 'threat', 'rapidly', 'move', 'highly', 'lethal', 'pandemic', 'respiratory', 'pathogen', '”', '–', 'risk', 'remain', 'today', 'covid']",0,6,,",unprepared,threat,lethal,pandemic,respiratory,risk",negative
142,"['new', 'guidance', 'recommend', 'country', 'make', 'specific', 'risk', 'assessment', 'base', 'local', 'dynamic', 'covid', 'transmission', 'health', 'system', 'capacities', 'public', 'health', 'benefit', 'conduct', 'preventive', 'amp', 'outbreak', 'response', 'vaccination', 'campaign', 'http']","['new', 'guidance', 'recommend', 'country', 'make', 'specific', 'risk', 'assessment', 'base', 'local', 'dynamic', 'covid', 'transmission', 'health', 'system', 'capacities', 'public', 'health', 'benefit', 'conduct', 'preventive', 'amp', 'outbreak', 'response', 'vaccination', 'campaign', 'http']",5,2,",guidance,recommend,dynamic,benefit,preventive",",risk,outbreak",positive
143,"['march', 'recommend', 'temporary', 'suspension', 'preventive', 'campaign', 'assess', 'risk', 'effective', 'measure', 'reduce', 'covid', 'transmission', 'issue', 'guidance', 'help', 'country', 'determine', 'resume', 'mass', 'campaign', 'http']","['march', 'recommend', 'temporary', 'suspension', 'preventive', 'campaign', 'assess', 'risk', 'effective', 'measure', 'reduce', 'covid', 'transmission', 'issue', 'guidance', 'help', 'country', 'determine', 'resume', 'mass', 'campaign', 'http']",5,3,",recommend,preventive,effective,guidance,help",",risk,issue,mass",positive
144,"['many', 'country', 'temporarily', 'suspend', 'preventive', 'mass', 'vaccination', 'campaign', 'disease', 'like', 'cholera', 'measles', 'meningitis', 'polio', 'tetanus', 'typhoid', 'yellow', 'fever', 'due', 'transmission', 'risk', 'need', 'maintain', 'physical', 'distancing', 'early', 'stage', 'covid', 'pandemic']","['many', 'country', 'temporarily', 'suspend', 'preventive', 'mass', 'vaccination', 'campaign', 'disease', 'like', 'cholera', 'measles', 'meningitis', 'polio', 'tetanus', 'typhoid', 'yellow', 'fever', 'due', 'transmission', 'risk', 'need', 'maintain', 'physical', 'distancing', 'early', 'stage', 'covid', 'pandemic']",2,5,",preventive,like",",suspend,mass,fever,risk,pandemic",negative
145,"['stark', 'warning', 'precede', 'global', 'vaccine', 'summit', 'jun', 'world', 'leader', 'come', 'together', 'help', 'maintain', 'immunization', 'programme', 'mitigate', 'impact', 'covid', 'lower', 'income', 'country', 'http', 'healthforall']","['stark', 'warning', 'precede', 'global', 'vaccine', 'summit', 'jun', 'world', 'leader', 'come', 'together', 'help', 'maintain', 'immunization', 'programme', 'mitigate', 'impact', 'covid', 'lower', 'income', 'country', 'http', 'healthforall']",2,2,",together,help",",stark,warning",neutral
146,"['gavi', 'amp', 'unicef', 'issue', 'joint', 'warn', 'today', 'least', 'child', 'risk', 'disease', 'like', 'diphtheria', 'measles', 'amp', 'polio', 'covid', 'disrupts', 'routine', 'vaccination', 'effort', 'http', 'healthforall']","['gavi', 'amp', 'unicef', 'issue', 'joint', 'warn', 'today', 'least', 'child', 'risk', 'disease', 'like', 'diphtheria', 'measles', 'amp', 'polio', 'covid', 'disrupts', 'routine', 'vaccination', 'effort', 'http', 'healthforall']",2,2,",like,effort",",issue,risk",neutral
147,"['unicef', 'work', 'closely', 'start', 'outbreak', 'ensure', 'essential', 'supply', 'reach', 'healthworkers', 'patient', 'child', 'across', 'world', 'drtedros', 'covid']","['unicef', 'work', 'closely', 'start', 'outbreak', 'ensure', 'essential', 'supply', 'reach', 'healthworkers', 'patient', 'child', 'across', 'world', 'drtedros', 'covid']",2,1,",ensure,essential",",outbreak",positive
148,"['suspension', 'childhood', 'vaccination', 'service', 'major', 'threat', 'life', 'work', 'government', 'around', 'world', 'ensure', 'supply', 'chain', 'remain', 'open', 'lifesaving', 'health', 'service', 'reach', 'community', 'drtedros', 'covid', 'healthforall']","['suspension', 'childhood', 'vaccination', 'service', 'major', 'threat', 'life', 'work', 'government', 'around', 'world', 'ensure', 'supply', 'chain', 'remain', 'open', 'lifesaving', 'health', 'service', 'reach', 'community', 'drtedros', 'covid', 'healthforall']",1,1,",ensure",",threat",neutral
149,"['world', 'come', 'together', 'develop', 'safe', 'effective', 'vaccine', 'covid', 'must', 'forget', 'dozen', 'lifesaving', 'vaccine', 'already', 'exist', 'must', 'continue', 'reach', 'child', 'everywhere', 'drtedros']","['world', 'come', 'together', 'develop', 'safe', 'effective', 'vaccine', 'covid', 'must', 'forget', 'dozen', 'lifesaving', 'vaccine', 'already', 'exist', 'must', 'continue', 'reach', 'child', 'everywhere', 'drtedros']",3,0,",together,safe,effective",,positive
150,"['risk', 'put', 'ten', 'million', 'child', '–', 'rich', 'poor', 'country', '–', 'risk', 'killer', 'disease', 'like', 'diphtheria', 'measles', 'pneumonia', 'drtedros', 'covid', 'healthforall', 'http']","['risk', 'put', 'ten', 'million', 'child', '–', 'rich', 'poor', 'country', '–', 'risk', 'killer', 'disease', 'like', 'diphtheria', 'measles', 'pneumonia', 'drtedros', 'covid', 'healthforall', 'http']",2,5,",rich,like",",risk,poor,risk,killer,pneumonia",negative
151,"['unicef', 'gavi', 'vaccine', 'alliance', 'partner', 'work', 'ensure', 'covid', 'pandemic', 'reverse', 'decade', 'progress', 'vaccine', 'preventable', 'childhood', 'disease', 'drtedros', 'healthforall', 'http']","['unicef', 'gavi', 'vaccine', 'alliance', 'partner', 'work', 'ensure', 'covid', 'pandemic', 'reverse', 'decade', 'progress', 'vaccine', 'preventable', 'childhood', 'disease', 'drtedros', 'healthforall', 'http']",2,1,",ensure,progress",",pandemic",positive
152,"['one', 'essential', 'service', 'disrupt', 'routine', 'childhood', 'immunisation', 'today', 'publish', 'new', 'guidance', 'implement', 'mass', 'vaccination', 'campaign', 'context', 'covid', 'drtedros', 'healthforall', 'http']","['one', 'essential', 'service', 'disrupt', 'routine', 'childhood', 'immunisation', 'today', 'publish', 'new', 'guidance', 'implement', 'mass', 'vaccination', 'campaign', 'context', 'covid', 'drtedros', 'healthforall', 'http']",2,2,",essential,guidance",",disrupt,mass",neutral
153,"['people', 'diabetes', 'vulnerable', 'develop', 'severe', 'disease', 'covid', 'struggle', 'day', 'day', 'problem', 'disrupted', 'access', 'medication', 'equipment', 'health', 'care', 'drtedros', 'beatncds']","['people', 'diabetes', 'vulnerable', 'develop', 'severe', 'disease', 'covid', 'struggle', 'day', 'day', 'problem', 'disrupted', 'access', 'medication', 'equipment', 'health', 'care', 'drtedros', 'beatncds']",0,4,,",vulnerable,severe,struggle,problem",negative
154,"['world', 'pass', 'million', 'recorded', 'case', 'covid', 'recognize', 'importance', 'build', 'national', 'unity', 'global', 'solidarity', 'learn', 'suppress', 'virus', 'everywhere', 'drtedros']","['world', 'pass', 'million', 'recorded', 'case', 'covid', 'recognize', 'importance', 'build', 'national', 'unity', 'global', 'solidarity', 'learn', 'suppress', 'virus', 'everywhere', 'drtedros']",2,3,",unity,solidarity",",case,suppress,virus",negative
155,"['insulin', 'life', 'saving', 'treatment', 'people', 'diabetes', 'covid', 'many', 'people', 'noncommunicable', 'disease', 'diabetes', 'find', 'difficult', 'access', 'life', 'saving', 'treatment', 'http']","['insulin', 'life', 'saving', 'treatment', 'people', 'diabetes', 'covid', 'many', 'people', 'noncommunicable', 'disease', 'diabetes', 'find', 'difficult', 'access', 'life', 'saving', 'treatment', 'http']",2,1,",treatment,treatment",",difficult",positive
156,"['scientists', 'researchers', 'health', 'care', 'workers', 'work', 'together', 'good', 'understand', 'covid', 'spread', 'amp', 'protect', 'people', 'continue', 'work', 'need', 'come', 'together', 'let', '’', 'prevent', 'spread', 'coronavirus']","['scientists', 'researchers', 'health', 'care', 'workers', 'work', 'together', 'good', 'understand', 'covid', 'spread', 'amp', 'protect', 'people', 'continue', 'work', 'need', 'come', 'together', 'let', '’', 'prevent', 'spread', 'coronavirus']",6,2,",together,good,understand,protect,together,prevent",",spread,spread",positive
157,"['already', 'track', '“', 'triple', 'billion', '”', 'target', 'amp', 'globalgoalsun', 'amp', 'question', 'covid', 'pandemic', 'threatens', 'set', 'us', 'back', 'even', 'make', 'task', 'even', 'big', 'amp', 'must', 'redouble', 'effort', 'global', 'community', 'drtedros', 'eb']","['already', 'track', '“', 'triple', 'billion', '”', 'target', 'amp', 'globalgoalsun', 'amp', 'question', 'covid', 'pandemic', 'threatens', 'set', 'us', 'back', 'even', 'make', 'task', 'even', 'big', 'amp', 'must', 'redouble', 'effort', 'global', 'community', 'drtedros', 'eb']",1,1,",effort",",pandemic",neutral
158,"['unfoundation', 'swiss', 'philanthropy', 'foundation', 'launch', 'covid', 'solidarity', 'response', 'fund', 'far', 'raise', 'million', 'dollar', 'individual', 'corporation', 'foundation', 'drtedros', 'eb']","['unfoundation', 'swiss', 'philanthropy', 'foundation', 'launch', 'covid', 'solidarity', 'response', 'fund', 'far', 'raise', 'million', 'dollar', 'individual', 'corporation', 'foundation', 'drtedros', 'eb']",2,0,",solidarity,fund",,positive
159,"['live', 'eb', 'covid']","['live', 'eb', 'covid']",0,0,,,neutral
160,"['available', 'language', 'covid', 'guide', 'incl', 'updated', 'research', 'activities', 'quotes', 'scientist', 'amp', 'frontline', 'public', 'health', 'official', 'physical', 'amp', 'emotional', 'safety', 'tip', 'integration', 'inquiry', 'based', 'science', 'education', 'social', 'amp', 'emotional', 'learning', 'civic', 'engagement']","['available', 'language', 'covid', 'guide', 'incl', 'updated', 'research', 'activities', 'quotes', 'scientist', 'amp', 'frontline', 'public', 'health', 'official', 'physical', 'amp', 'emotional', 'safety', 'tip', 'integration', 'inquiry', 'based', 'science', 'education', 'social', 'amp', 'emotional', 'learning', 'civic', 'engagement']",1,0,",available",,positive
161,"['peer', 'led', 'home', 'based', 'task', 'student', 'learn', 'impact', 'covid', 'practice', 'hand', 'amp', 'respiratory', 'hygiene', 'physical', 'distancing', 'research', 'info', 'covid', 'take', 'action', 'new', 'scientific', 'knowledge', 'learn']","['peer', 'led', 'home', 'based', 'task', 'student', 'learn', 'impact', 'covid', 'practice', 'hand', 'amp', 'respiratory', 'hygiene', 'physical', 'distancing', 'research', 'info', 'covid', 'take', 'action', 'new', 'scientific', 'knowledge', 'learn']",1,1,",led",",respiratory",neutral
162,"['based', 'globalgoalsun', 'new', 'smithsonianscie', 'iapartnership', 'guide', 'aim', 'help', 'young', 'people', 'understand', 'science', 'amp', 'social', 'science', 'covid', 'take', 'action', 'keep', 'family', 'amp', 'community', 'safe', 'http']","['based', 'globalgoalsun', 'new', 'smithsonianscie', 'iapartnership', 'guide', 'aim', 'help', 'young', 'people', 'understand', 'science', 'amp', 'social', 'science', 'covid', 'take', 'action', 'keep', 'family', 'amp', 'community', 'safe', 'http']",3,0,",help,understand,safe",,positive
163,"['covid', 'rob', 'us', 'people', 'love', 'life', 'livelihood', 'shake', 'foundation', 'also', 'remind', 'us', 'difference', 'one', 'human', 'race', 'strong', 'together']","['covid', 'rob', 'us', 'people', 'love', 'life', 'livelihood', 'shake', 'foundation', 'also', 'remind', 'us', 'difference', 'one', 'human', 'race', 'strong', 'together']",3,1,",love,strong,together",",shake",positive
164,"['unchr', 'also', 'join', 'covid', 'solidarity', 'response', 'fund', 'fund', 'contribute', 'usd', 'million', 'support', 'refugees', 'work', 'urgent', 'need', 'community', 'engagement', 'hygiene', 'amp', 'medical', 'supply', 'isolation', 'unit', 'global', 'preparedness', 'activity', 'http']","['unchr', 'also', 'join', 'covid', 'solidarity', 'response', 'fund', 'fund', 'contribute', 'usd', 'million', 'support', 'refugees', 'work', 'urgent', 'need', 'community', 'engagement', 'hygiene', 'amp', 'medical', 'supply', 'isolation', 'unit', 'global', 'preparedness', 'activity', 'http']",6,2,",join,solidarity,fund,fund,contribute,support",",urgent,isolation",positive
165,"['joint', 'refugees', 'agreement', 'support', 'ongoing', 'effort', 'protect', 'million', 'forcibly', 'displaced', 'people', 'covid', 'incl', 'refugee', 'low', 'amp', 'middle', 'income', 'country', 'fragile', 'health', 'system', 'internally', 'displace', 'ppl', 'http']","['joint', 'refugees', 'agreement', 'support', 'ongoing', 'effort', 'protect', 'million', 'forcibly', 'displaced', 'people', 'covid', 'incl', 'refugee', 'low', 'amp', 'middle', 'income', 'country', 'fragile', 'health', 'system', 'internally', 'displace', 'ppl', 'http']",3,3,",support,effort,protect",",displaced,fragile,displace",neutral
166,"['keep', 'million', 'refugee', 'displace', 'stateless', 'people', 'worldwide', 'safe', 'covid', 'amp', 'health', 'challenge', 'amp', 'refugees', 'join', 'force', 'strengthen', 'amp', 'advance', 'public', 'health', 'service', 'forcibly', 'displaced', 'people', 'http']","['keep', 'million', 'refugee', 'displace', 'stateless', 'people', 'worldwide', 'safe', 'covid', 'amp', 'health', 'challenge', 'amp', 'refugees', 'join', 'force', 'strengthen', 'amp', 'advance', 'public', 'health', 'service', 'forcibly', 'displaced', 'people', 'http']",2,2,",safe,join",",displace,displaced",neutral
167,"['full', 'briefing', 'covid', 'drtedros']","['full', 'briefing', 'covid', 'drtedros']",0,0,,,neutral
168,"['covid', 'pandemic', 'teach', 'reinforce', 'many', 'lesson', 'health', 'cost', '’', 'investment', 'live', 'secure', 'world', 'guarantee', 'quality', 'healthforall', 'right', 'choice', '’', 'smart', 'choice', 'drtedros']","['covid', 'pandemic', 'teach', 'reinforce', 'many', 'lesson', 'health', 'cost', '’', 'investment', 'live', 'secure', 'world', 'guarantee', 'quality', 'healthforall', 'right', 'choice', '’', 'smart', 'choice', 'drtedros']",4,1,",secure,guarantee,right,smart",",pandemic",positive
169,"['thought', 'affected', 'recognize', 'like', 'covid', '\\', '\\', 'serious', 'threat', 'life', 'particularly', 'poor', 'amp', 'marginalized', 'community', 'continue', 'offer', 'support', 'amp', 'tackle', 'covid', 'amp', 'effect', 'cycloneamphan', 'drtedros']","['thought', 'affected', 'recognize', 'like', 'covid', '\\', '\\', 'serious', 'threat', 'life', 'particularly', 'poor', 'amp', 'marginalized', 'community', 'continue', 'offer', 'support', 'amp', 'tackle', 'covid', 'amp', 'effect', 'cycloneamphan', 'drtedros']",3,3,",like,offer,support",",serious,threat,poor",neutral
170,"['covid', 'challenge', 'face', 'climate', 'crisis', 'cause', 'increasingly', 'strong', 'storm', 'abnormal', 'weather', 'pattern', 'amp', 'catastrophic', 'shock', 'super', 'cycloneamphan', 'one', 'big', 'year', 'amp', 'currently', 'bear', 'bangladesh', 'amp', 'india', 'drtedros']","['covid', 'challenge', 'face', 'climate', 'crisis', 'cause', 'increasingly', 'strong', 'storm', 'abnormal', 'weather', 'pattern', 'amp', 'catastrophic', 'shock', 'super', 'cycloneamphan', 'one', 'big', 'year', 'amp', 'currently', 'bear', 'bangladesh', 'amp', 'india', 'drtedros']",2,4,",strong,super",",crisis,abnormal,catastrophic,shock",negative
171,"['still', 'long', 'way', 'go', 'covid', 'pandemic', 'last', 'h', 'case', 'report', '–', 'single', 'day', 'since', 'outbreak', 'begin', 'almost', 'two', 'third', 'case', 'report', 'four', 'country', 'drtedros']","['still', 'long', 'way', 'go', 'covid', 'pandemic', 'last', 'h', 'case', 'report', '–', 'single', 'day', 'since', 'outbreak', 'begin', 'almost', 'two', 'third', 'case', 'report', 'four', 'country', 'drtedros']",0,4,,",pandemic,case,outbreak,case",negative
172,"['important', 'collaborative', 'response', 'wha', 'resolution', 'covid', 'technology', 'platform', 'propose', 'launch', 'th', 'may', 'aim', 'lift', 'access', 'barrier', 'effective', 'vaccine', 'medicine', 'amp', 'health', 'product', 'drtedros']","['important', 'collaborative', 'response', 'wha', 'resolution', 'covid', 'technology', 'platform', 'propose', 'launch', 'th', 'may', 'aim', 'lift', 'access', 'barrier', 'effective', 'vaccine', 'medicine', 'amp', 'health', 'product', 'drtedros']",3,0,",important,propose,effective",,positive
173,"['want', 'thank', 'president', 'sommaruga', 'president', 'cyrilramaphosa', 'president', 'xi', 'president', 'moonriver', 'president', 'emmanuelmacron', 'president', 'ivanduque', 'president', 'maritoabdo', 'chancellor', 'merkel', 'drtedros', 'covid', 'wha']","['want', 'thank', 'president', 'sommaruga', 'president', 'cyrilramaphosa', 'president', 'xi', 'president', 'moonriver', 'president', 'emmanuelmacron', 'president', 'ivanduque', 'president', 'maritoabdo', 'chancellor', 'merkel', 'drtedros', 'covid', 'wha']",1,0,",thank",,positive
174,"['yesterday', 'conclude', 'productive', 'wha', 'saw', 'unprecedented', 'solidarity', 'heads', 'government', 'around', 'world', 'beam', 'world', 'health', 'assembly', 'discuss', 'lesson', 'challenge', 'collective', 'next', 'step', 'tackle', 'covid', 'pandemic', 'drtedros']","['yesterday', 'conclude', 'productive', 'wha', 'saw', 'unprecedented', 'solidarity', 'heads', 'government', 'around', 'world', 'beam', 'world', 'health', 'assembly', 'discuss', 'lesson', 'challenge', 'collective', 'next', 'step', 'tackle', 'covid', 'pandemic', 'drtedros']",3,1,",productive,solidarity,discuss",",pandemic",positive
175,"['media', 'brief', 'covid', 'drtedros']","['media', 'brief', 'covid', 'drtedros']",0,0,,,neutral
176,"['every', 'country', 'every', 'organization', 'must', 'examine', 'response', 'learn', 'experience', 'commit', 'transparency', 'accountability', 'continuous', 'improvement', 'http', 'covid']","['every', 'country', 'every', 'organization', 'must', 'examine', 'response', 'learn', 'experience', 'commit', 'transparency', 'accountability', 'continuous', 'improvement', 'http', 'covid']",2,0,",commit,improvement",,positive
177,"['committee', 'provide', 'recommendation', 'member', 'states', 'improve', 'covid', 'response', 'note', 'respond', 'quickly', 'previous', 'emergency', '“', 'demonstrate', 'leadership', 'make', 'important', 'progress', 'covid', 'response', '”']","['committee', 'provide', 'recommendation', 'member', 'states', 'improve', 'covid', 'response', 'note', 'respond', 'quickly', 'previous', 'emergency', '“', 'demonstrate', 'leadership', 'make', 'important', 'progress', 'covid', 'response', '”']",4,1,",recommendation,improve,important,progress",",emergency",positive
