,0,tweets,positivewordscount,negativewordscount,positive_words,negative_words,over all sentiment
112,"['build', 'concoction', 'cytokine', 'inject', 'reactivate', 'immune', 'system', 'covid', 'patient', 'initial', 'stage', 'amp', 'hope', 'ready', 'first', 'set', 'weekend', 'apply', 'govt', 'expedited', 'review', 'oncologist', 'vishal', 'rao']","['build', 'concoction', 'cytokine', 'inject', 'reactivate', 'immune', 'system', 'covid', 'patient', 'initial', 'stage', 'amp', 'hope', 'ready', 'first', 'set', 'weekend', 'apply', 'govt', 'expedited', 'review', 'oncologist', 'vishal', 'rao']",1,0,",ready",,positive
113,"['delhi', 'migrant', 'labourer', 'start', 'leave', 'hometown', 'neighbour', 'state', 'labourer', 'say', '\\', '\\', 'go', 'badaun', 'okhla', '\\', '\\', 'hungry', 'day', 'biscuit', 'pack', 'use', 'cost', 'rs', 'cost', 'rs', '\\', '\\', 'money', '\\', '\\', 'die', 'either', 'hunger', 'covid']","['delhi', 'migrant', 'labourer', 'start', 'leave', 'hometown', 'neighbour', 'state', 'labourer', 'say', '\\', '\\', 'go', 'badaun', 'okhla', '\\', '\\', 'hungry', 'day', 'biscuit', 'pack', 'use', 'cost', 'rs', 'cost', 'rs', '\\', '\\', 'money', '\\', '\\', 'die', 'either', 'hunger', 'covid']",0,2,,",die,hunger",negative
114,"['delhi', 'bus', 'carry', 'japanese', 'national', 'stop', 'police', 'delhi', 'ghaziabad', 'border', 'today', 'devendar', 'negi', 'bus', 'driver', 'say', 'pick', 'yoga', 'centre', 'rishikesh', 'ask', 'drop', 'paharganj', '\\', '\\', 'know', 'test', 'covid']","['delhi', 'bus', 'carry', 'japanese', 'national', 'stop', 'police', 'delhi', 'ghaziabad', 'border', 'today', 'devendar', 'negi', 'bus', 'driver', 'say', 'pick', 'yoga', 'centre', 'rishikesh', 'ask', 'drop', 'paharganj', '\\', '\\', 'know', 'test', 'covid']",0,0,,,neutral
115,"['death', 'toll', 'due', 'covid', 'united', 'kingdom', 'jump', 'day', 'first', 'time', 'uk', 'medium']","['death', 'toll', 'due', 'covid', 'united', 'kingdom', 'jump', 'day', 'first', 'time', 'uk', 'medium']",0,2,,",death,toll",negative
116,"['battalion', 'sub', 'units', 'deploy', 'across', 'country', 'standby', 'personnel', 'gear', 'personal', 'protective', 'equipments', 'ppes', 'present', 'every', 'battalion', 'ready', 'act', 'anytime', 'state', 'need', 'sn', 'pradhan', 'director', 'general', 'national', 'disaster', 'response', 'force', 'covid']","['battalion', 'sub', 'units', 'deploy', 'across', 'country', 'standby', 'personnel', 'gear', 'personal', 'protective', 'equipments', 'ppes', 'present', 'every', 'battalion', 'ready', 'act', 'anytime', 'state', 'need', 'sn', 'pradhan', 'director', 'general', 'national', 'disaster', 'response', 'force', 'covid']",2,1,",protective,ready",",disaster",positive
117,"['gujarat', 'year', 'old', 'woman', 'pass', 'away', 'ahmedabad', 'today', 'test', 'positive', 'covid', 'travel', 'history', 'saudi', 'arabia']","['gujarat', 'year', 'old', 'woman', 'pass', 'away', 'ahmedabad', 'today', 'test', 'positive', 'covid', 'travel', 'history', 'saudi', 'arabia']",0,1,,",positive",negative
118,"['total', 'number', 'active', 'covid', 'case', 'far', 'country', 'cured', 'discharged', 'migrated', 'case', 'amp', 'death', 'ministry', 'health', 'family', 'welfare']","['total', 'number', 'active', 'covid', 'case', 'far', 'country', 'cured', 'discharged', 'migrated', 'case', 'amp', 'death', 'ministry', 'health', 'family', 'welfare']",3,3,",cured,discharged,welfare",",case,case,death",neutral
119,"['odisha', 'cm', 'naveen', 'patnaik', 'sanction', 'month', 'advance', 'salary', 'payment', 'health', 'care', 'personnel', 'covid']","['odisha', 'cm', 'naveen', 'patnaik', 'sanction', 'month', 'advance', 'salary', 'payment', 'health', 'care', 'personnel', 'covid']",0,0,,,neutral
120,"['bihar', 'new', 'positive', 'covid', 'case', 'report', 'jawaharlal', 'nehru', 'medical', 'college', 'amp', 'hospital', 'bhagalpur', 'today', 'total', 'number', 'positive', 'case', 'state', 'rise']","['bihar', 'new', 'positive', 'covid', 'case', 'report', 'jawaharlal', 'nehru', 'medical', 'college', 'amp', 'hospital', 'bhagalpur', 'today', 'total', 'number', 'positive', 'case', 'state', 'rise']",0,5,,",positive,case,positive,case,rise",negative
121,"['yesterday', 'saw', 'picture', 'gathering', 'thousand', 'people', 'stand', 'crowd', 'even', 'single', 'person', 'among', 'infect', 'covid', 'also', 'get', 'infected', 'think', 'life', 'amp', 'family', 'delhi', 'chief', 'minister', 'arvind', 'kejriwal']","['yesterday', 'saw', 'picture', 'gathering', 'thousand', 'people', 'stand', 'crowd', 'even', 'single', 'person', 'among', 'infect', 'covid', 'also', 'get', 'infected', 'think', 'life', 'amp', 'family', 'delhi', 'chief', 'minister', 'arvind', 'kejriwal']",0,4,,",gathering,crowd,infect,infected",negative
122,"['delhi', 'high', 'level', 'meeting', 'union', 'ministers', 'covid', 'underway', 'residence', 'defence', 'minister', 'rajnath', 'singh', 'home', 'minister', 'amit', 'shah', 'amp', 'b', 'minister', 'prakash', 'javadekar', 'petroleum', 'minister', 'dharmendra', 'pradhan', 'amp', 'senior', 'minister', 'also', 'meeting']","['delhi', 'high', 'level', 'meeting', 'union', 'ministers', 'covid', 'underway', 'residence', 'defence', 'minister', 'rajnath', 'singh', 'home', 'minister', 'amit', 'shah', 'amp', 'b', 'minister', 'prakash', 'javadekar', 'petroleum', 'minister', 'dharmendra', 'pradhan', 'amp', 'senior', 'minister', 'also', 'meeting']",0,0,,,neutral
123,"['kotak', 'mahindra', 'bank', 'managing', 'director', 'uday', 'kotak', 'personally', 'commit', 'immediate', 'support', 'rs', 'crore', 'pmcares', 'fund', 'rs', 'crore', 'kotak', 'mahindra', 'bank', 'covid']","['kotak', 'mahindra', 'bank', 'managing', 'director', 'uday', 'kotak', 'personally', 'commit', 'immediate', 'support', 'rs', 'crore', 'pmcares', 'fund', 'rs', 'crore', 'kotak', 'mahindra', 'bank', 'covid']",3,0,",commit,support,fund",,positive
124,"['cbi', 'official', 'donate', 'one', 'day', 'salary', 'prime', 'minister', 'citizen', 'assistance', 'relief', 'emergency', 'situation', 'fund', 'pm', 'cares', 'fund', 'help', 'centre', 'effort', 'fight', 'covid']","['cbi', 'official', 'donate', 'one', 'day', 'salary', 'prime', 'minister', 'citizen', 'assistance', 'relief', 'emergency', 'situation', 'fund', 'pm', 'cares', 'fund', 'help', 'centre', 'effort', 'fight', 'covid']",7,1,",donate,assistance,relief,fund,fund,help,effort",",emergency",positive
125,"['employee', 'raise', 'rs', 'crore', 'initial', 'contribution', 'pmcares', 'fund', 'fight', 'menace', 'covid', 'airports', 'authority', 'india']","['employee', 'raise', 'rs', 'crore', 'initial', 'contribution', 'pmcares', 'fund', 'fight', 'menace', 'covid', 'airports', 'authority', 'india']",2,1,",contribution,fund",",menace",positive
126,"['cbse', 'decide', 'contribute', 'rs', 'employee', 'voluntarily', 'come', 'forward', 'donate', 'salary', 'accordingly', 'group', 'employee', 'donate', 'two', 'day', 'salary', 'group', 'b', 'c', 'employee', 'one', 'day', 'salary', 'pmcares', 'fund', 'anurag', 'tripathi', 'cbse', 'covid']","['cbse', 'decide', 'contribute', 'rs', 'employee', 'voluntarily', 'come', 'forward', 'donate', 'salary', 'accordingly', 'group', 'employee', 'donate', 'two', 'day', 'salary', 'group', 'b', 'c', 'employee', 'one', 'day', 'salary', 'pmcares', 'fund', 'anurag', 'tripathi', 'cbse', 'covid']",5,0,",contribute,voluntarily,donate,donate,fund",,positive
127,"['dornier', 'aircraft', 'indian', 'navy', 'carry', 'sample', 'covid', 'testing', 'take', 'ins', 'hansa', 'locate', 'near', 'dabolim', 'goa', 'pune', 'maharashtra', 'yesterday', 'sample', 'carry', 'technician', 'goa', 'state', 'health', 'department']","['dornier', 'aircraft', 'indian', 'navy', 'carry', 'sample', 'covid', 'testing', 'take', 'ins', 'hansa', 'locate', 'near', 'dabolim', 'goa', 'pune', 'maharashtra', 'yesterday', 'sample', 'carry', 'technician', 'goa', 'state', 'health', 'department']",0,0,,,neutral
128,"['people', 'test', 'positive', 'covid', 'maharashtra', 'today', 'sangli', 'kolhapur', 'amp', 'pune', 'take', 'total', 'number', 'confirmed', 'case', 'state', 'maharashtra', 'health', 'department']","['people', 'test', 'positive', 'covid', 'maharashtra', 'today', 'sangli', 'kolhapur', 'amp', 'pune', 'take', 'total', 'number', 'confirmed', 'case', 'state', 'maharashtra', 'health', 'department']",0,2,,",positive,case",negative
129,"['decide', 'donate', 'one', 'month', 'salary', 'prime', 'minister', 'relief', 'fund', 'covid', 'union', 'minister', 'nitin', 'gadkari', 'file', 'pic']","['decide', 'donate', 'one', 'month', 'salary', 'prime', 'minister', 'relief', 'fund', 'covid', 'union', 'minister', 'nitin', 'gadkari', 'file', 'pic']",3,0,",donate,relief,fund",,positive
130,"['government', 'india', 'allow', 'doorstep', 'delivery', 'medicines', 'drugs', 'people', 'view', 'covid', 'pandemic', 'notification', 'publish', 'soon', 'gazette', 'india']","['government', 'india', 'allow', 'doorstep', 'delivery', 'medicines', 'drugs', 'people', 'view', 'covid', 'pandemic', 'notification', 'publish', 'soon', 'gazette', 'india']",0,1,,",pandemic",negative
131,"['watch', 'rajwati', 'daily', 'wage', 'labourer', 'delhi', 'fatehpur', 'beri', 'survive', 'without', 'food', 'amp', 'water', 'request', 'government', 'help', 'us', 'good', 'die', 'disease', 'covid', 'rather', 'die', 'hunger', 'coronaviruslockdown']","['watch', 'rajwati', 'daily', 'wage', 'labourer', 'delhi', 'fatehpur', 'beri', 'survive', 'without', 'food', 'amp', 'water', 'request', 'government', 'help', 'us', 'good', 'die', 'disease', 'covid', 'rather', 'die', 'hunger', 'coronaviruslockdown']",2,3,",help,good",",die,die,hunger",negative
132,"['total', 'number', 'covid', 'positive', 'case', 'rise', 'india', 'include', 'active', 'case', 'cured', 'discharged', 'people', 'death', 'ministry', 'health', 'family', 'welfare']","['total', 'number', 'covid', 'positive', 'case', 'rise', 'india', 'include', 'active', 'case', 'cured', 'discharged', 'people', 'death', 'ministry', 'health', 'family', 'welfare']",3,5,",cured,discharged,welfare",",positive,case,rise,case,death",negative
133,"['rs', 'release', 'lakhs', 'worker', 'register', 'building', 'construction', 'workers', 'welfare', 'board', 'jammu', 'kashmir', 'two', 'installment', 'old', 'age', 'disability', 'family', 'pension', 'immediately', 'release', 'rohit', 'kansal', 'principal', 'secretary', 'planning', 'j', 'k', 'covid']","['rs', 'release', 'lakhs', 'worker', 'register', 'building', 'construction', 'workers', 'welfare', 'board', 'jammu', 'kashmir', 'two', 'installment', 'old', 'age', 'disability', 'family', 'pension', 'immediately', 'release', 'rohit', 'kansal', 'principal', 'secretary', 'planning', 'j', 'k', 'covid']",1,1,",welfare",",k",neutral
134,"['view', 'covid', 'order', 'temporarily', 'suspend', 'collection', 'toll', 'toll', 'plaza', 'across', 'india', 'reduce', 'inconvenience', 'supply', 'emergency', 'service', 'also', 'save', 'critical', 'time', 'nitin', 'gadkari', 'minister', 'road', 'transport', 'amp', 'highways']","['view', 'covid', 'order', 'temporarily', 'suspend', 'collection', 'toll', 'toll', 'plaza', 'across', 'india', 'reduce', 'inconvenience', 'supply', 'emergency', 'service', 'also', 'save', 'critical', 'time', 'nitin', 'gadkari', 'minister', 'road', 'transport', 'amp', 'highways']",1,6,",save",",suspend,toll,toll,inconvenience,emergency,critical",negative
135,"['kerala', 'police', 'today', 'arrest', 'people', 'seized', 'vehicle', 'across', 'state', 'charge', 'violation', 'countrywide', 'lockdown', 'covid']","['kerala', 'police', 'today', 'arrest', 'people', 'seized', 'vehicle', 'across', 'state', 'charge', 'violation', 'countrywide', 'lockdown', 'covid']",0,3,,",arrest,violation,lockdown",negative
136,"['air', 'india', 'evacuate', 'israel', 'national', 'delhi', 'india', 'tel', 'aviv', 'israel', 'tomorrow', 'boeing', 'ai', 'plane', 'deploy', 'evacuation', 'operation', 'covid']","['air', 'india', 'evacuate', 'israel', 'national', 'delhi', 'india', 'tel', 'aviv', 'israel', 'tomorrow', 'boeing', 'ai', 'plane', 'deploy', 'evacuation', 'operation', 'covid']",0,0,,,neutral
137,"['next', 'line', 'throne', 'prince', 'charles', 'test', 'positive', 'covid', 'uk', 'medium', 'file', 'pic']","['next', 'line', 'throne', 'prince', 'charles', 'test', 'positive', 'covid', 'uk', 'medium', 'file', 'pic']",0,1,,",positive",negative
138,"['meeting', 'e', 'commerce', 'website', 'representative', 'share', 'problem', 'face', 'movement', 'essential', 'good', 'issue', 'pass', 'assure', 'delivery', 'agent', 'help', 'police', 'delhi', 'police', 'pro', 'ms', 'randhawa', 'covid']","['meeting', 'e', 'commerce', 'website', 'representative', 'share', 'problem', 'face', 'movement', 'essential', 'good', 'issue', 'pass', 'assure', 'delivery', 'agent', 'help', 'police', 'delhi', 'police', 'pro', 'ms', 'randhawa', 'covid']",4,2,",essential,good,assure,help",",problem,issue",positive
139,"['pastor', 'travel', 'history', 'amsterdam', 'netherlands', 'test', 'positive', 'covid', 'shift', 'zoram', 'medical', 'college', 'first', 'case', 'mizoram', 'r', 'lalthangliana', 'state', 'health', 'minister']","['pastor', 'travel', 'history', 'amsterdam', 'netherlands', 'test', 'positive', 'covid', 'shift', 'zoram', 'medical', 'college', 'first', 'case', 'mizoram', 'r', 'lalthangliana', 'state', 'health', 'minister']",0,2,,",positive,case",negative
140,"['party', 'president', 'mp', 'dr', 'farooq', 'abdullah', 'today', 'release', 'additional', 'amount', 'rs', 'crore', 'srinagar', 'base', 'hospital', 'amount', 'equally', 'distribute', 'among', 'three', 'hospital', 'national', 'conference', 'covid', 'file', 'pic']","['party', 'president', 'mp', 'dr', 'farooq', 'abdullah', 'today', 'release', 'additional', 'amount', 'rs', 'crore', 'srinagar', 'base', 'hospital', 'amount', 'equally', 'distribute', 'among', 'three', 'hospital', 'national', 'conference', 'covid', 'file', 'pic']",1,0,",distribute",,positive
141,"['person', 'test', 'positive', 'covid', 'madhya', 'pradesh', 'indore', 'amp', 'ujjain', 'case', 'indore', 'men', 'age', 'year', 'year', 'year', 'year', 'case', 'ujjain', 'year', 'old', 'female', 'mahatma', 'gandhi', 'memorial', 'medical', 'college', 'indore']","['person', 'test', 'positive', 'covid', 'madhya', 'pradesh', 'indore', 'amp', 'ujjain', 'case', 'indore', 'men', 'age', 'year', 'year', 'year', 'year', 'case', 'ujjain', 'year', 'old', 'female', 'mahatma', 'gandhi', 'memorial', 'medical', 'college', 'indore']",0,3,,",positive,case,case",negative
142,"['india', 'indian', 'revenue', 'service', 'association', 'pass', 'resolution', 'irs', 'officer', 'region', 'contribute', 'least', 'day', 'salary', 'advise', 'officer', 'towards', 'relief', 'effort', 'covid']","['india', 'indian', 'revenue', 'service', 'association', 'pass', 'resolution', 'irs', 'officer', 'region', 'contribute', 'least', 'day', 'salary', 'advise', 'officer', 'towards', 'relief', 'effort', 'covid']",4,0,",contribute,advise,relief,effort",,positive
143,"['chief', 'secretary', 'asit', 'tripathy', 'along', 'secretary', 'principal', 'secretary', 'health', 'inspected', 'premise', 'bed', 'well', 'equipped', 'covid', 'hospital', 'bhubaneswar', 'functional', 'week', 'time', 'team', 'review', 'progress', 'kims', 'campus', 'odisha', 'chief', 'minister', 'office']","['chief', 'secretary', 'asit', 'tripathy', 'along', 'secretary', 'principal', 'secretary', 'health', 'inspected', 'premise', 'bed', 'well', 'equipped', 'covid', 'hospital', 'bhubaneswar', 'functional', 'week', 'time', 'team', 'review', 'progress', 'kims', 'campus', 'odisha', 'chief', 'minister', 'office']",3,0,",well,equipped,progress",,positive
144,"['ask', 'mlas', 'request', 'migrant', 'worker', 'leave', 'delhi', 'make', 'arrangement', 'appeal', 'initiative', 'lockdown', 'take', 'pm', 'necessary', 'contain', 'epidemic', 'people', 'migrate', 'covid', 'case', 'rise', 'delhi', 'chief', 'min', 'arvind', 'kejriwal']","['ask', 'mlas', 'request', 'migrant', 'worker', 'leave', 'delhi', 'make', 'arrangement', 'appeal', 'initiative', 'lockdown', 'take', 'pm', 'necessary', 'contain', 'epidemic', 'people', 'migrate', 'covid', 'case', 'rise', 'delhi', 'chief', 'min', 'arvind', 'kejriwal']",2,4,",appeal,initiative",",lockdown,epidemic,case,rise",negative
145,"['prime', 'minister', '’', 'citizen', 'assistance', 'relief', 'emergency', 'situations', 'fund', 'constitute', 'go', 'long', 'way', 'create', 'healthy', 'india', 'people', 'walk', 'life', 'donate', 'fund', 'pm', 'narendra', 'modi', 'covid']","['prime', 'minister', '’', 'citizen', 'assistance', 'relief', 'emergency', 'situations', 'fund', 'constitute', 'go', 'long', 'way', 'create', 'healthy', 'india', 'people', 'walk', 'life', 'donate', 'fund', 'pm', 'narendra', 'modi', 'covid']",6,1,",assistance,relief,fund,healthy,donate,fund",",emergency",positive
146,"['uttarakhand', 'government', 'issue', 'covid', 'control', 'room', 'number', 'district', 'state']","['uttarakhand', 'government', 'issue', 'covid', 'control', 'room', 'number', 'district', 'state']",0,1,,",issue",negative
147,"['even', 'increase', 'case', 'single', 'day', 'ready', 'testing', 'kit', 'ambulance', 'icu', 'bed', 'arrange', 'say', 'case', 'increase', 'prepare', 'eventuality', 'delhi', 'cm', 'arvind', 'kejriwal', 'covid']","['even', 'increase', 'case', 'single', 'day', 'ready', 'testing', 'kit', 'ambulance', 'icu', 'bed', 'arrange', 'say', 'case', 'increase', 'prepare', 'eventuality', 'delhi', 'cm', 'arvind', 'kejriwal', 'covid']",3,2,",ready,arrange,prepare",",case,case",positive
148,"['delhi', 'reliance', 'shop', 'south', 'delhi', 'mark', 'spot', 'customer', 'ensure', 'practice', 'socialdistancing', 'stand', 'queue', 'temperature', 'check', 'temperature', 'gun', 'amp', 'give', 'hand', 'sanitisers', 'amp', 'hand', 'glove', 'enter', 'shop', 'covid']","['delhi', 'reliance', 'shop', 'south', 'delhi', 'mark', 'spot', 'customer', 'ensure', 'practice', 'socialdistancing', 'stand', 'queue', 'temperature', 'check', 'temperature', 'gun', 'amp', 'give', 'hand', 'sanitisers', 'amp', 'hand', 'glove', 'enter', 'shop', 'covid']",2,0,",ensure,socialdistancing",,positive
149,"['covid', 'positive', 'person', 'die', 'bhilwara', 'rajasthan', 'comorbid', 'condition', 'include', 'disease', 'relate', 'kidney', 'blood', 'pressure', 'rajan', 'nanda', 'principal', 'mahatma', 'gandhi', 'hospital']","['covid', 'positive', 'person', 'die', 'bhilwara', 'rajasthan', 'comorbid', 'condition', 'include', 'disease', 'relate', 'kidney', 'blood', 'pressure', 'rajan', 'nanda', 'principal', 'mahatma', 'gandhi', 'hospital']",0,3,,",positive,die,pressure",negative
150,"['prime', 'minister', 'office', 'pm', 'narendra', 'modi', 'telephonic', 'conversation', 'today', 'sheikh', 'tamim', 'bin', 'hamad', 'al', 'thani', 'amir', 'qatar', 'two', 'leader', 'discuss', 'ongoing', 'development', 'relate', 'covid', 'global', 'pandemic', 'social', 'economic', 'impact', 'file', 'pic']","['prime', 'minister', 'office', 'pm', 'narendra', 'modi', 'telephonic', 'conversation', 'today', 'sheikh', 'tamim', 'bin', 'hamad', 'al', 'thani', 'amir', 'qatar', 'two', 'leader', 'discuss', 'ongoing', 'development', 'relate', 'covid', 'global', 'pandemic', 'social', 'economic', 'impact', 'file', 'pic']",1,1,",discuss",",pandemic",neutral
151,"['person', 'test', 'positive', 'covid', 'goa', 'quarantine', 'everyone', 'include', 'family', 'member', 'goa', 'chief', 'minister', 'pramod', 'sawant', 'file', 'pic']","['person', 'test', 'positive', 'covid', 'goa', 'quarantine', 'everyone', 'include', 'family', 'member', 'goa', 'chief', 'minister', 'pramod', 'sawant', 'file', 'pic']",1,1,",quarantine",",positive",neutral
152,"['prime', 'minister', 'narendra', 'modi', 'today', 'address', 'g', 'leader', 'gvirtualsummit', 'coordinate', 'global', 'response', 'covid', 'pandemic', 'amp', 'human', 'amp', 'economic', 'implication', 'nsa', 'ajit', 'doval', 'amp', 'external', 'affairs', 'minister', 'jaishankar', 'also', 'present']","['prime', 'minister', 'narendra', 'modi', 'today', 'address', 'g', 'leader', 'gvirtualsummit', 'coordinate', 'global', 'response', 'covid', 'pandemic', 'amp', 'human', 'amp', 'economic', 'implication', 'nsa', 'ajit', 'doval', 'amp', 'external', 'affairs', 'minister', 'jaishankar', 'also', 'present']",0,2,,",pandemic,implication",negative
153,"['spray', 'sodium', 'hypochlorite', 'rural', 'area', 'good', 'disinfectant', 'help', 'contain', 'covid', 'also', 'extend', 'mla', 'fund', 'rs', 'lakh', 'government', 'take', 'measure', 'ensure', 'people', 'receive', 'essential', 'commodity', 'rajasthan', 'deputy', 'cm', 'sachin', 'pilot']","['spray', 'sodium', 'hypochlorite', 'rural', 'area', 'good', 'disinfectant', 'help', 'contain', 'covid', 'also', 'extend', 'mla', 'fund', 'rs', 'lakh', 'government', 'take', 'measure', 'ensure', 'people', 'receive', 'essential', 'commodity', 'rajasthan', 'deputy', 'cm', 'sachin', 'pilot']",7,0,",good,disinfectant,help,extend,fund,ensure,essential",,positive
154,"['odisha', 'first', 'state', 'country', 'set', 'large', 'scale', 'hospital', 'exclusively', 'treat', 'covid', 'patient']","['odisha', 'first', 'state', 'country', 'set', 'large', 'scale', 'hospital', 'exclusively', 'treat', 'covid', 'patient']",1,0,",treat",,positive
155,"['sample', 'result', 'covid', 'affect', 'uk', 'citizen', 'find', 'negative', 'administer', 'combination', 'anti', 'hiv', 'drug', 'drug', 'ritonavir', 'amp', 'lopinavir', 'administer', 'get', 'state', 'medical', 'board', 'amp', 'man', 'approval', 'district', 'admn', 'control', 'room', 'kerala']","['sample', 'result', 'covid', 'affect', 'uk', 'citizen', 'find', 'negative', 'administer', 'combination', 'anti', 'hiv', 'drug', 'drug', 'ritonavir', 'amp', 'lopinavir', 'administer', 'get', 'state', 'medical', 'board', 'amp', 'man', 'approval', 'district', 'admn', 'control', 'room', 'kerala']",2,1,",negative,approval",",anti",positive
156,"['research', 'scientist', 'us', 'europe', 'china', 'japan', 'show', 'certain', 'conclusion', 'origin', 'covid', 'although', 'wuhan', 'first', 'report', 'outbreak', 'evidence', 'china', 'source', 'virus', 'chinese', 'ppl', 'also', 'victim', 'virus', 'spox', 'chinese', 'embassy', 'india']","['research', 'scientist', 'us', 'europe', 'china', 'japan', 'show', 'certain', 'conclusion', 'origin', 'covid', 'although', 'wuhan', 'first', 'report', 'outbreak', 'evidence', 'china', 'source', 'virus', 'chinese', 'ppl', 'also', 'victim', 'virus', 'spox', 'chinese', 'embassy', 'india']",0,4,,",outbreak,virus,victim,virus",negative
157,"['health', 'official', 'police', 'personnel', 'mediapersons', 'doctor', 'medical', 'staff', 'govt', 'hospital', 'give', 'insurance', 'chief', 'minister', 'trivendra', 'singh', 'rawat', 'announces', 'assembly', 'covid', 'file', 'pic']","['health', 'official', 'police', 'personnel', 'mediapersons', 'doctor', 'medical', 'staff', 'govt', 'hospital', 'give', 'insurance', 'chief', 'minister', 'trivendra', 'singh', 'rawat', 'announces', 'assembly', 'covid', 'file', 'pic']",1,0,",insurance",,positive
158,"['free', 'meal', 'provide', 'delhi', 'government', 'rain', 'basera', 'baba', 'kharak', 'singh', 'marg', 'chief', 'minister', 'arvind', 'kejriwal', 'lt', 'governor', 'anil', 'baijal', 'assure', 'medium', 'brief', 'early', 'today', 'one', 'sleep', 'hungry', 'city', 'dayslockdown', 'covid']","['free', 'meal', 'provide', 'delhi', 'government', 'rain', 'basera', 'baba', 'kharak', 'singh', 'marg', 'chief', 'minister', 'arvind', 'kejriwal', 'lt', 'governor', 'anil', 'baijal', 'assure', 'medium', 'brief', 'early', 'today', 'one', 'sleep', 'hungry', 'city', 'dayslockdown', 'covid']",2,0,",free,assure",,positive
159,"['number', 'covid', 'case', 'india', 'rise', 'include', 'cured', 'discharged', 'death', 'union', 'health', 'ministry']","['number', 'covid', 'case', 'india', 'rise', 'include', 'cured', 'discharged', 'death', 'union', 'health', 'ministry']",2,3,",cured,discharged",",case,rise,death",negative
160,"['apart', 'maldives', 'ready', 'dispatch', 'rapid', 'response', 'teams', 'rrts', 'nepal', 'assist', 'current', 'covid', 'situation', 'assistance', 'seek', 'mea', 'mod', 'country', 'provide', 'amp', 'require', 'indian', 'army', 'official', 'regional', 'assistance']","['apart', 'maldives', 'ready', 'dispatch', 'rapid', 'response', 'teams', 'rrts', 'nepal', 'assist', 'current', 'covid', 'situation', 'assistance', 'seek', 'mea', 'mod', 'country', 'provide', 'amp', 'require', 'indian', 'army', 'official', 'regional', 'assistance']",5,0,",ready,rapid,assist,assistance,assistance",,positive
161,"['watch', 'withdraw', 'blood', 'regular', 'check', 'ups', 'get', 'buffy', 'coat', 'use', 'take', 'cell', 'amp', 'form', 'interferon', 'two', 'chemical', 'amp', 'cytokine', 'specific', 'concoction', 'could', 'potentially', 'useful', 'treat', 'covid', 'patient', 'oncologist', 'vishal', 'rao']","['watch', 'withdraw', 'blood', 'regular', 'check', 'ups', 'get', 'buffy', 'coat', 'use', 'take', 'cell', 'amp', 'form', 'interferon', 'two', 'chemical', 'amp', 'cytokine', 'specific', 'concoction', 'could', 'potentially', 'useful', 'treat', 'covid', 'patient', 'oncologist', 'vishal', 'rao']",2,0,",useful,treat",,positive
162,"['army', 'successfully', 'come', 'operation', 'past', 'successfully', 'execute', 'operation', 'namaste', 'well', 'army', 'chief', 'general', 'mm', 'naravane', 'preparation', 'force', 'covid']","['army', 'successfully', 'come', 'operation', 'past', 'successfully', 'execute', 'operation', 'namaste', 'well', 'army', 'chief', 'general', 'mm', 'naravane', 'preparation', 'force', 'covid']",4,0,",successfully,successfully,execute,well",,positive
163,"['second', 'positive', 'case', 'covid', 'andamans', 'travel', 'first', 'positive', 'case', 'hospital', 'protocol', 'follow', 'chetan', 'sanghi', 'chief', 'secretary', 'andaman', 'nicobar', 'islands']","['second', 'positive', 'case', 'covid', 'andamans', 'travel', 'first', 'positive', 'case', 'hospital', 'protocol', 'follow', 'chetan', 'sanghi', 'chief', 'secretary', 'andaman', 'nicobar', 'islands']",0,4,,",positive,case,positive,case",negative
164,"['view', 'covid', 'muslims', 'recommend', 'offer', 'zuhur', 'home', 'instead', 'pray', 'jumah', 'mosque', 'n', 'come', 'congregational', 'prayer', 'amp', 'stay', 'home', 'mandatory', 'upon', 'avoid', 'cause', 'harm', 'fellow', 'citizen', 'india', 'muslim', 'personal', 'law', 'board']","['view', 'covid', 'muslims', 'recommend', 'offer', 'zuhur', 'home', 'instead', 'pray', 'jumah', 'mosque', 'n', 'come', 'congregational', 'prayer', 'amp', 'stay', 'home', 'mandatory', 'upon', 'avoid', 'cause', 'harm', 'fellow', 'citizen', 'india', 'muslim', 'personal', 'law', 'board']",2,1,",recommend,offer",",harm",positive
165,"['people', 'test', 'positive', 'covid', 'today', 'rajasthan', 'take', 'total', 'positive', 'case', 'state', 'rajasthan', 'health', 'department']","['people', 'test', 'positive', 'covid', 'today', 'rajasthan', 'take', 'total', 'positive', 'case', 'state', 'rajasthan', 'health', 'department']",0,3,,",positive,positive,case",negative
166,"['discussion', 'origin', 'covid', 'gvirtualsummit', 'spirit', 'collaborative', 'amp', 'discussion', 'hold', 'deal', 'current', 'crisis', 'effort', 'ascribe', 'blame', 'anyone', 'outbreak', 'virus', 'sources']","['discussion', 'origin', 'covid', 'gvirtualsummit', 'spirit', 'collaborative', 'amp', 'discussion', 'hold', 'deal', 'current', 'crisis', 'effort', 'ascribe', 'blame', 'anyone', 'outbreak', 'virus', 'sources']",1,4,",effort",",crisis,blame,outbreak,virus",negative
