,0,tweets,positive_words_count,negative_words_count,positive_words,negative_words,over all sentiment
83,"['case', 'confirm', 'far', 'since', 'first', 'case', 'coronavirus', 'report', 'pakistan', 'feb', 'http']","['case', 'confirm', 'far', 'since', 'first', 'case', 'coronavirus', 'report', 'pakistan', 'feb', 'http']",0,2,,",case,case",negative
84,"['millions', 'migrant', 'worker', 'across', 'gulf', 'face', 'uncertainty', 'host', 'country', 'announce', 'lockdown', 'employer', 'withhold', 'wage', 'mull', 'redundancy', 'strict', 'coronavirus', 'containment', 'measure', 'lead', 'deportation', 'confinement', 'http']","['millions', 'migrant', 'worker', 'across', 'gulf', 'face', 'uncertainty', 'host', 'country', 'announce', 'lockdown', 'employer', 'withhold', 'wage', 'mull', 'redundancy', 'strict', 'coronavirus', 'containment', 'measure', 'lead', 'deportation', 'confinement', 'http']",1,3,",lead",",lockdown,redundancy,strict",negative
85,"['government', 'launch', '“', 'whatsapp', 'corona', 'helpline', '”', 'combat', 'misinformation', 'deliver', 'update', 'country', '’', 'popular', 'messaging', 'service', 'http', 'coronavirus']","['government', 'launch', '“', 'whatsapp', 'corona', 'helpline', '”', 'combat', 'misinformation', 'deliver', 'update', 'country', '’', 'popular', 'messaging', 'service', 'http', 'coronavirus']",1,0,",popular",,positive
86,"['british', 'airways', 'suspend', 'flight', 'london', 'gatwick', 'follow', 'live', 'update', 'coronavirus', 'http']","['british', 'airways', 'suspend', 'flight', 'london', 'gatwick', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",suspend",negative
87,"['govt', 'extend', 'support', 'every', 'segment', 'society', 'dr', 'sania', 'nishtar', 'follow', 'live', 'update', 'coronavirus', 'http']","['govt', 'extend', 'support', 'every', 'segment', 'society', 'dr', 'sania', 'nishtar', 'follow', 'live', 'update', 'coronavirus', 'http']",2,0,",extend,support",,positive
88,"['world', 'last', 'virus', 'free', 'corner', 'hold', 'tight', 'follow', 'live', 'update', 'coronavirus', 'http']","['world', 'last', 'virus', 'free', 'corner', 'hold', 'tight', 'follow', 'live', 'update', 'coronavirus', 'http']",1,1,",free",",virus",neutral
89,"['worldwide', 'infection', 'surpass', 'nearly', 'death', 'follow', 'live', 'update', 'coronavirus', 'http']","['worldwide', 'infection', 'surpass', 'nearly', 'death', 'follow', 'live', 'update', 'coronavirus', 'http']",1,3,",surpass",",infection,surpass,death",negative
90,"['new', 'coronavirus', 'case', 'report', 'gilgit', 'baltistan', 'report', 'islamabad', 'http']","['new', 'coronavirus', 'case', 'report', 'gilgit', 'baltistan', 'report', 'islamabad', 'http']",0,1,,",case",negative
91,"['special', 'flight', 'bring', 'back', 'pakistanis', 'strand', 'abroad', 'follow', 'live', 'update', 'coronavirus', 'http']","['special', 'flight', 'bring', 'back', 'pakistanis', 'strand', 'abroad', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
92,"['pictures', 'yesterday', 'friday', 'prayer', 'pakistan', 'follow', 'live', 'update', 'coronavirus', 'http']","['pictures', 'yesterday', 'friday', 'prayer', 'pakistan', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
93,"['oil', 'price', 'rise', 'government', 'around', 'world', 'pledge', 'huge', 'injection', 'fund', 'measure', 'limit', 'economic', 'fallout', 'coronavirus', 'pandemic', 'despite', 'fear', 'outbreak', 'destroy', 'demand', 'oil', 'http']","['oil', 'price', 'rise', 'government', 'around', 'world', 'pledge', 'huge', 'injection', 'fund', 'measure', 'limit', 'economic', 'fallout', 'coronavirus', 'pandemic', 'despite', 'fear', 'outbreak', 'destroy', 'demand', 'oil', 'http']",1,7,",fund",",rise,limit,fallout,pandemic,fear,outbreak,destroy",negative
94,"['auqaf', 'department', 'notify', 'set', 'instruction', 'regard', 'protocol', 'friday', 'prayer', 'islamabad', 'prayer', 'leader', 'also', 'instruct', 'keep', 'khutbah', 'prayer', 'short', 'coronavirus']","['auqaf', 'department', 'notify', 'set', 'instruction', 'regard', 'protocol', 'friday', 'prayer', 'islamabad', 'prayer', 'leader', 'also', 'instruct', 'keep', 'khutbah', 'prayer', 'short', 'coronavirus']",1,0,",regard",,positive
95,"['federal', 'provincial', 'government', 'decide', 'seal', 'area', 'new', 'case', 'coronavirus', 'report', 'addition', 'case', 'across', 'country', 'thursday', 'take', 'total', 'number', 'confirmed', 'patient', 'covid', 'http']","['federal', 'provincial', 'government', 'decide', 'seal', 'area', 'new', 'case', 'coronavirus', 'report', 'addition', 'case', 'across', 'country', 'thursday', 'take', 'total', 'number', 'confirmed', 'patient', 'covid', 'http']",0,3,,",seal,case,case",negative
96,"['today', 'cartoon', 'follow', 'live', 'update', 'coronavirus', 'http']","['today', 'cartoon', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
97,"['’', 'get', 'eat', 'beat', '’', 'philosophy', 'one', 'hanoi', 'chef', 'attempt', 'boost', 'morale', 'vietnamese', 'capital', 'sell', 'green', 'coronavirus', 'themed', 'burger', 'http']","['’', 'get', 'eat', 'beat', '’', 'philosophy', 'one', 'hanoi', 'chef', 'attempt', 'boost', 'morale', 'vietnamese', 'capital', 'sell', 'green', 'coronavirus', 'themed', 'burger', 'http']",1,0,",boost",,positive
98,"['new', 'york', 'authority', 'mobilise', 'head', 'potential', 'public', 'health', 'disaster', 'city', 'emergence', 'nation', 'big', 'coronavirus', 'hot', 'spot', 'warning', 'flare', 'perhaps', 'cautionary', 'tale', 'rest', 'country', 'http']","['new', 'york', 'authority', 'mobilise', 'head', 'potential', 'public', 'health', 'disaster', 'city', 'emergence', 'nation', 'big', 'coronavirus', 'hot', 'spot', 'warning', 'flare', 'perhaps', 'cautionary', 'tale', 'rest', 'country', 'http']",1,4,",hot",",disaster,warning,flare,cautionary",negative
99,"['cm', 'shah', 'direct', 'provincial', 'minister', 'collect', 'data', 'provide', 'citizen', 'relief', 'supply', 'follow', 'live', 'update', 'coronavirus', 'http']","['cm', 'shah', 'direct', 'provincial', 'minister', 'collect', 'data', 'provide', 'citizen', 'relief', 'supply', 'follow', 'live', 'update', 'coronavirus', 'http']",1,0,",relief",,positive
100,"['indian', 'authority', 'seal', 'headquarters', 'tableeghi', 'jamaat', 'order', 'investigation', 'accusation', 'hold', 'religious', 'meeting', 'official', 'fear', 'may', 'infect', 'dozen', 'people', 'coronavirus', 'reuters', 'report', 'http']","['indian', 'authority', 'seal', 'headquarters', 'tableeghi', 'jamaat', 'order', 'investigation', 'accusation', 'hold', 'religious', 'meeting', 'official', 'fear', 'may', 'infect', 'dozen', 'people', 'coronavirus', 'reuters', 'report', 'http']",0,4,,",seal,accusation,fear,infect",negative
101,"['punjab', 'report', 'seven', 'coronavirus', 'case', 'accord', 'provincial', 'health', 'department', 'spokesperson', 'qaiser', 'asif', 'http']","['punjab', 'report', 'seven', 'coronavirus', 'case', 'accord', 'provincial', 'health', 'department', 'spokesperson', 'qaiser', 'asif', 'http']",0,1,,",case",negative
102,"['another', 'covid', 'patient', 'recover', 'follow', 'live', 'update', 'coronavirus', 'http']","['another', 'covid', 'patient', 'recover', 'follow', 'live', 'update', 'coronavirus', 'http']",1,0,",recover",,positive
103,"['please', 'come', 'help', 'us', 'new', 'york', 'begs', 'medical', 'worker', 'follow', 'live', 'update', 'coronavirus', 'http']","['please', 'come', 'help', 'us', 'new', 'york', 'begs', 'medical', 'worker', 'follow', 'live', 'update', 'coronavirus', 'http']",1,0,",help",,positive
104,"['one', 'death', 'report', 'sindh', 'total', 'follow', 'live', 'update', 'coronavirus', 'http']","['one', 'death', 'report', 'sindh', 'total', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",death",negative
105,"['pm', 'imran', 'chair', 'high', 'level', 'meeting', 'coronavirus', 'follow', 'live', 'update', 'coronavirus', 'http']","['pm', 'imran', 'chair', 'high', 'level', 'meeting', 'coronavirus', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
106,"['chief', 'thanks', 'king', 'salman', 'contribute', 'fight', 'coronavirus', 'follow', 'live', 'update', 'coronavirus', 'http']","['chief', 'thanks', 'king', 'salman', 'contribute', 'fight', 'coronavirus', 'follow', 'live', 'update', 'coronavirus', 'http']",1,0,",contribute",,positive
107,"['president', 'donald', 'trump', 'sunday', 'abandon', 'timetable', 'life', 'return', 'normal', 'united', 'states', 'extend', 'emergency', 'coronavirus', 'restriction', 'another', 'month', 'http']","['president', 'donald', 'trump', 'sunday', 'abandon', 'timetable', 'life', 'return', 'normal', 'united', 'states', 'extend', 'emergency', 'coronavirus', 'restriction', 'another', 'month', 'http']",1,2,",extend",",emergency,restriction",negative
108,"['watch', 'city', 'india', 'turn', 'train', 'isolation', 'ward', 'follow', 'live', 'update', 'coronavirus', 'http']","['watch', 'city', 'india', 'turn', 'train', 'isolation', 'ward', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",isolation",negative
109,"['balochistan', 'total', 'rise', 'new', 'case', 'follow', 'live', 'update', 'coronavirus', 'http']","['balochistan', 'total', 'rise', 'new', 'case', 'follow', 'live', 'update', 'coronavirus', 'http']",0,2,,",rise,case",negative
110,"['type', 'people', 'test', 'coronavirus', 'zafar', 'mirza', 'follow', 'live', 'update', 'coronavirus', 'http']","['type', 'people', 'test', 'coronavirus', 'zafar', 'mirza', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
111,"['movement', 'restrict', 'pm', 'sindh', 'follow', 'live', 'update', 'coronavirus', 'http']","['movement', 'restrict', 'pm', 'sindh', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",restrict",negative
112,"['vietnam', 'ban', 'large', 'gathering', 'cut', 'flight', 'follow', 'live', 'update', 'coronavirus', 'http']","['vietnam', 'ban', 'large', 'gathering', 'cut', 'flight', 'follow', 'live', 'update', 'coronavirus', 'http']",0,2,,",ban,gathering",negative
113,"['thailand', 'report', 'new', 'coronavirus', 'infection', 'take', 'tally', 'http']","['thailand', 'report', 'new', 'coronavirus', 'infection', 'take', 'tally', 'http']",0,2,,",infection,tally",negative
114,"['cm', 'jam', 'kamal', 'want', 'people', 'show', 'appreciation', 'medical', 'staff', 'clap', 'flash', 'light', 'follow', 'live', 'update', 'coronavirus', 'http']","['cm', 'jam', 'kamal', 'want', 'people', 'show', 'appreciation', 'medical', 'staff', 'clap', 'flash', 'light', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",jam",negative
115,"['china', 'ask', 'pakistan', 'open', 'border', 'two', 'country', 'one', 'day', 'friday', 'march', 'medical', 'supply', 'mean', 'combat', 'coronavirus', 'could', 'transport', 'http']","['china', 'ask', 'pakistan', 'open', 'border', 'two', 'country', 'one', 'day', 'friday', 'march', 'medical', 'supply', 'mean', 'combat', 'coronavirus', 'could', 'transport', 'http']",0,0,,,neutral
116,"['us', 'senate', 'pass', 'coronavirus', 'rescue', 'package', 'unanimous', 'vote', 'follow', 'live', 'update', 'coronavirus', 'http']","['us', 'senate', 'pass', 'coronavirus', 'rescue', 'package', 'unanimous', 'vote', 'follow', 'live', 'update', 'coronavirus', 'http']",1,0,",package",,positive
117,"['impact', 'coronavirus', 'mean', 'sound', 'leather', 'willow', 'hardy', 'supporter', 'wrap', 'woollies', 'brave', 'bitter', 'early', 'season', 'condition', 'http']","['impact', 'coronavirus', 'mean', 'sound', 'leather', 'willow', 'hardy', 'supporter', 'wrap', 'woollies', 'brave', 'bitter', 'early', 'season', 'condition', 'http']",4,1,",sound,hardy,supporter,brave",",bitter",positive
118,"['balochistan', 'report', 'five', 'new', 'case', 'coronavirus', 'accord', 'government', 'spokesperson', 'liaqat', 'shahwani', 'take', 'province', 'total', 'http']","['balochistan', 'report', 'five', 'new', 'case', 'coronavirus', 'accord', 'government', 'spokesperson', 'liaqat', 'shahwani', 'take', 'province', 'total', 'http']",0,1,,",case",negative
119,"['patient', 'recover', 'sindh', 'total', 'tally', 'recover', 'province', 'rise', 'follow', 'live', 'update', 'coronavirus', 'http']","['patient', 'recover', 'sindh', 'total', 'tally', 'recover', 'province', 'rise', 'follow', 'live', 'update', 'coronavirus', 'http']",2,2,",recover,recover",",tally,rise",neutral
120,"['police', 'register', 'fir', 'designer', 'husband', 'send', 'covid', 'positive', 'employee', 'village', 'follow', 'live', 'update', 'coronavirus', 'http']","['police', 'register', 'fir', 'designer', 'husband', 'send', 'covid', 'positive', 'employee', 'village', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",positive",negative
121,"['us', 'could', 'become', 'next', 'coronavirus', 'epicentre', 'follow', 'live', 'update', 'coronavirus', 'http']","['us', 'could', 'become', 'next', 'coronavirus', 'epicentre', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
122,"['sindh', 'chief', 'minister', 'urge', 'people', 'contact', 'helpline', 'experience', 'symptom', 'follow', 'live', 'update', 'coronavirus', 'http']","['sindh', 'chief', 'minister', 'urge', 'people', 'contact', 'helpline', 'experience', 'symptom', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",symptom",negative
123,"['govt', 'use', 'reservoir', 'ensure', 'supply', 'wheat', 'price', 'pulse', 'reduce', 'rs', 'follow', 'live', 'update', 'coronavirus', 'http']","['govt', 'use', 'reservoir', 'ensure', 'supply', 'wheat', 'price', 'pulse', 'reduce', 'rs', 'follow', 'live', 'update', 'coronavirus', 'http']",1,0,",ensure",,positive
124,"['petrol', 'diesel', 'price', 'reduce', 'rs', 'follow', 'live', 'update', 'coronavirus', 'http']","['petrol', 'diesel', 'price', 'reduce', 'rs', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
125,"['pakistan', 'need', 'ventilator', 'china', 'sell', 'say', 'ndma', 'chairman', 'follow', 'live', 'update', 'coronavirus', 'http']","['pakistan', 'need', 'ventilator', 'china', 'sell', 'say', 'ndma', 'chairman', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
126,"['pm', 'imran', 'oppose', 'curfew', 'say', 'negative', 'impact', 'follow', 'live', 'update', 'coronavirus', 'http']","['pm', 'imran', 'oppose', 'curfew', 'say', 'negative', 'impact', 'follow', 'live', 'update', 'coronavirus', 'http']",1,2,",negative",",oppose,curfew",negative
127,"['punjab', 'report', 'first', 'coronavirus', 'death', 'provincial', 'health', 'department', 'official', 'qaiser', 'asif', 'confirm', 'bring', 'total', 'number', 'death', 'country', 'seven', 'http']","['punjab', 'report', 'first', 'coronavirus', 'death', 'provincial', 'health', 'department', 'official', 'qaiser', 'asif', 'confirm', 'bring', 'total', 'number', 'death', 'country', 'seven', 'http']",0,2,,",death,death",negative
128,"['daily', 'live', 'medium', 'briefing', 'special', 'assistant', 'prime', 'minister', 'health', 'dr', 'zafar', 'mirza', 'say', 'prime', 'minister', 'imran', 'khan', 'address', 'nation', 'soon', 'would', 'announce', 'something', 'really', 'important', 'http', 'coronavirus']","['daily', 'live', 'medium', 'briefing', 'special', 'assistant', 'prime', 'minister', 'health', 'dr', 'zafar', 'mirza', 'say', 'prime', 'minister', 'imran', 'khan', 'address', 'nation', 'soon', 'would', 'announce', 'something', 'really', 'important', 'http', 'coronavirus']",1,0,",important",,positive
129,"['two', 'coronavirus', 'patient', 'gilgit', 'baltistan', 'recover', 'region', 'focal', 'person', 'coronavirus', 'dr', 'shah', 'zaman', 'say', 'http']","['two', 'coronavirus', 'patient', 'gilgit', 'baltistan', 'recover', 'region', 'focal', 'person', 'coronavirus', 'dr', 'shah', 'zaman', 'say', 'http']",1,0,",recover",,positive
130,"['peshawar', 'high', 'court', 'decide', 'shut', 'court', 'province', 'march', 'light', 'fast', 'spreading', 'covid', 'http', 'coronavirus']","['peshawar', 'high', 'court', 'decide', 'shut', 'court', 'province', 'march', 'light', 'fast', 'spreading', 'covid', 'http', 'coronavirus']",1,2,",fast",",shut,spreading",negative
131,"['leader', 'opposition', 'national', 'assembly', 'pml', 'n', 'president', 'shehbaz', 'sharif', 'say', 'bring', 'politics', 'equation', 'country', 'deal', 'coronavirus', 'outbreak', 'would', 'sin', 'http']","['leader', 'opposition', 'national', 'assembly', 'pml', 'n', 'president', 'shehbaz', 'sharif', 'say', 'bring', 'politics', 'equation', 'country', 'deal', 'coronavirus', 'outbreak', 'would', 'sin', 'http']",0,3,,",opposition,outbreak,sin",negative
132,"['china', 'report', 'new', 'case', 'deadly', 'coronavirus', 'vast', 'majority', 'bring', 'overseas', 'fear', 'rise', 'second', 'wave', 'infection', 'accord', 'afp', 'http']","['china', 'report', 'new', 'case', 'deadly', 'coronavirus', 'vast', 'majority', 'bring', 'overseas', 'fear', 'rise', 'second', 'wave', 'infection', 'accord', 'afp', 'http']",0,5,,",case,deadly,fear,rise,infection",negative
133,"['war', 'word', 'beijing', 'washington', 'covid', 'intensify', 'monday', 'chinese', 'embassy', 'france', 'suggest', 'outbreak', 'president', 'donald', 'trump', 'call', '“', 'chinese', 'virus', '”', 'actually', 'start', 'united', 'states', 'http', 'coronavirus']","['war', 'word', 'beijing', 'washington', 'covid', 'intensify', 'monday', 'chinese', 'embassy', 'france', 'suggest', 'outbreak', 'president', 'donald', 'trump', 'call', '“', 'chinese', 'virus', '”', 'actually', 'start', 'united', 'states', 'http', 'coronavirus']",0,2,,",outbreak,virus",negative
134,"['asking', 'people', 'stay', 'home', 'physical', 'distancing', 'measure', 'important', 'way', 'slow', 'spread', 'virus', 'buying', 'time', '—', 'defensive', 'measure', 'say', 'tedros', 'adhanom', 'ghebreyesus', 'head', 'http', 'coronavirus']","['asking', 'people', 'stay', 'home', 'physical', 'distancing', 'measure', 'important', 'way', 'slow', 'spread', 'virus', 'buying', 'time', '—', 'defensive', 'measure', 'say', 'tedros', 'adhanom', 'ghebreyesus', 'head', 'http', 'coronavirus']",1,4,",important",",slow,spread,virus,defensive",negative
135,"['state', 'bank', 'pakistan', 'sbp', 'direct', 'bank', 'clean', 'disinfect', 'seal', 'quarantine', 'currency', 'collect', 'hospital', 'clinic', 'block', 'circulation', 'http', 'coronavirus']","['state', 'bank', 'pakistan', 'sbp', 'direct', 'bank', 'clean', 'disinfect', 'seal', 'quarantine', 'currency', 'collect', 'hospital', 'clinic', 'block', 'circulation', 'http', 'coronavirus']",3,1,",clean,disinfect,quarantine",",seal",positive
136,"['prime', 'minister', 'imran', 'khan', 'approve', 'multi', 'billion', 'rupee', 'relief', 'package', 'different', 'segment', 'society', 'vulnerable', 'adverse', 'impact', 'coronavirus', 'outbreak', 'country', '’', 'economy', 'http']","['prime', 'minister', 'imran', 'khan', 'approve', 'multi', 'billion', 'rupee', 'relief', 'package', 'different', 'segment', 'society', 'vulnerable', 'adverse', 'impact', 'coronavirus', 'outbreak', 'country', '’', 'economy', 'http']",3,3,",approve,relief,package",",vulnerable,adverse,outbreak",neutral
137,"['pakistan', 'muslim', 'league', 'nawaz', 'pml', 'n', 'president', 'opposition', 'leader', 'shahbaz', 'sharif', 'contact', 'bilawal', 'bhutto', 'zardari', 'maulana', 'fazlur', 'rehman', 'others', 'join', 'multi', 'party', 'moot', 'today', 'http', 'coronavirus']","['pakistan', 'muslim', 'league', 'nawaz', 'pml', 'n', 'president', 'opposition', 'leader', 'shahbaz', 'sharif', 'contact', 'bilawal', 'bhutto', 'zardari', 'maulana', 'fazlur', 'rehman', 'others', 'join', 'multi', 'party', 'moot', 'today', 'http', 'coronavirus']",1,2,",join",",opposition,moot",negative
138,"['covid', 'patient', 'gb', 'recover', 'follow', 'live', 'update', 'coronavirus', 'http']","['covid', 'patient', 'gb', 'recover', 'follow', 'live', 'update', 'coronavirus', 'http']",1,0,",recover",,positive
139,"['pilots', 'donate', 'day', 'salary', 'covid', 'fund', 'follow', 'live', 'update', 'coronavirus', 'http']","['pilots', 'donate', 'day', 'salary', 'covid', 'fund', 'follow', 'live', 'update', 'coronavirus', 'http']",2,0,",donate,fund",,positive
140,"['chief', 'warn', 'pandemic', 'accelerate', 'take', 'day', 'st', 'report', 'case', 'reach', 'first', 'k', 'case', 'day', 'second', 'k', 'case', 'day', 'third', 'k', 'case', 'follow', 'live', 'update', 'coronavirus', 'http']","['chief', 'warn', 'pandemic', 'accelerate', 'take', 'day', 'st', 'report', 'case', 'reach', 'first', 'k', 'case', 'day', 'second', 'k', 'case', 'day', 'third', 'k', 'case', 'follow', 'live', 'update', 'coronavirus', 'http']",0,8,,",pandemic,case,k,case,k,case,k,case",negative
141,"['win', 'need', 'attack', 'virus', 'aggressive', 'targeted', 'tactic', '—', 'test', 'every', 'suspected', 'case', 'isolate', 'care', 'every', 'confirmed', 'case', 'trace', 'quarantine', 'every', 'close', 'contact', 'follow', 'live', 'update', 'coronavirus', 'http']","['win', 'need', 'attack', 'virus', 'aggressive', 'targeted', 'tactic', '—', 'test', 'every', 'suspected', 'case', 'isolate', 'care', 'every', 'confirmed', 'case', 'trace', 'quarantine', 'every', 'close', 'contact', 'follow', 'live', 'update', 'coronavirus', 'http']",2,8,",win,quarantine",",attack,virus,aggressive,suspected,case,isolate,case,close",negative
142,"['china', 'report', 'new', 'virus', 'case', 'follow', 'live', 'update', 'coronavirus', 'http']","['china', 'report', 'new', 'virus', 'case', 'follow', 'live', 'update', 'coronavirus', 'http']",0,2,,",virus,case",negative
143,"['us', 'citizen', 'dy', 'ingest', 'chloroquine', 'attempt', 'prevent', 'covid', 'follow', 'live', 'update', 'coronavirus', 'http']","['us', 'citizen', 'dy', 'ingest', 'chloroquine', 'attempt', 'prevent', 'covid', 'follow', 'live', 'update', 'coronavirus', 'http']",1,0,",prevent",,positive
144,"['cambridge', 'international', 'cancel', 'may', 'june', 'examination', 'country', 'follow', 'live', 'update', 'coronavirus', 'http']","['cambridge', 'international', 'cancel', 'may', 'june', 'examination', 'country', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
145,"['fatima', 'bhutto', 'pakistan', 'must', 'provide', 'relief', 'prisoner', 'uncertain', 'time', 'follow', 'live', 'update', 'coronavirus', 'http']","['fatima', 'bhutto', 'pakistan', 'must', 'provide', 'relief', 'prisoner', 'uncertain', 'time', 'follow', 'live', 'update', 'coronavirus', 'http']",1,1,",relief",",uncertain",neutral
146,"['deserted', 'street', 'silent', 'market', 'pakistani', 'city', 'go', 'coronavirus', 'lockdown', 'follow', 'live', 'update', 'coronavirus', 'http']","['deserted', 'street', 'silent', 'market', 'pakistani', 'city', 'go', 'coronavirus', 'lockdown', 'follow', 'live', 'update', 'coronavirus', 'http']",1,1,",silent",",lockdown",neutral
147,"['olympic', 'games', 'postpone', 'one', 'year', 'coronavirus', 'international', 'olympic', 'committee', 'member', 'dick', 'pound', 'quote', 'say', 'bbc', 'follow', 'live', 'update', 'coronavirus', 'http']","['olympic', 'games', 'postpone', 'one', 'year', 'coronavirus', 'international', 'olympic', 'committee', 'member', 'dick', 'pound', 'quote', 'say', 'bbc', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",dick",negative
148,"['un', 'chief', 'call', 'immediate', 'global', 'ceasefire', 'follow', 'live', 'update', 'coronavirus', 'http']","['un', 'chief', 'call', 'immediate', 'global', 'ceasefire', 'follow', 'live', 'update', 'coronavirus', 'http']",0,0,,,neutral
149,"['govt', 'go', 'every', 'extent', 'protect', 'poor', 'covid', 'economic', 'impact', 'pm', 'follow', 'live', 'update', 'coronavirus', 'http']","['govt', 'go', 'every', 'extent', 'protect', 'poor', 'covid', 'economic', 'impact', 'pm', 'follow', 'live', 'update', 'coronavirus', 'http']",1,1,",protect",",poor",neutral
150,"['imf', 'warns', 'coronavirus', 'recession', 'could', 'bad', 'follow', 'live', 'update', 'coronavirus', 'http']","['imf', 'warns', 'coronavirus', 'recession', 'could', 'bad', 'follow', 'live', 'update', 'coronavirus', 'http']",0,2,,",recession,bad",negative
151,"['islamabad', 'locality', 'quarantine', 'tableeghi', 'jamaat', 'member', 'test', 'positive', 'follow', 'live', 'update', 'coronavirus', 'http']","['islamabad', 'locality', 'quarantine', 'tableeghi', 'jamaat', 'member', 'test', 'positive', 'follow', 'live', 'update', 'coronavirus', 'http']",1,1,",quarantine",",positive",neutral
152,"['canadian', 'prime', 'minister', 'justin', 'trudeau', 'speak', 'outside', 'residence', 'self', 'isolation', 'wife', 'test', 'positive', 'virus', 'say', '“', 'enough', 'enough', '—', 'go', 'home', 'stay', 'home', '”', 'follow', 'live', 'update', 'coronavirus', 'http']","['canadian', 'prime', 'minister', 'justin', 'trudeau', 'speak', 'outside', 'residence', 'self', 'isolation', 'wife', 'test', 'positive', 'virus', 'say', '“', 'enough', 'enough', '—', 'go', 'home', 'stay', 'home', '”', 'follow', 'live', 'update', 'coronavirus', 'http']",2,3,",enough,enough",",isolation,positive,virus",negative
153,"['sindh', 'record', 'new', 'case', 'tally', 'near', 'follow', 'live', 'update', 'coronavirus', 'http']","['sindh', 'record', 'new', 'case', 'tally', 'near', 'follow', 'live', 'update', 'coronavirus', 'http']",0,2,,",case,tally",negative
154,"['interior', 'ministry', 'approve', 'deployment', 'armed', 'force', 'across', 'country', 'follow', 'live', 'update', 'coronavirus', 'http']","['interior', 'ministry', 'approve', 'deployment', 'armed', 'force', 'across', 'country', 'follow', 'live', 'update', 'coronavirus', 'http']",1,0,",approve",,positive
155,"['sindh', 'minister', 'saeed', 'ghani', 'test', 'positive', 'coronavirus', 'follow', 'live', 'update', 'coronavirus', 'http']","['sindh', 'minister', 'saeed', 'ghani', 'test', 'positive', 'coronavirus', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",positive",negative
156,"['group', 'people', 'include', 'six', 'foreigner', 'sit', 'tableegh', 'kot', 'hathial', 'official', 'say', 'add', 'one', 'foreigner', 'test', 'positive', 'coronavirus', 'early', 'http']","['group', 'people', 'include', 'six', 'foreigner', 'sit', 'tableegh', 'kot', 'hathial', 'official', 'say', 'add', 'one', 'foreigner', 'test', 'positive', 'coronavirus', 'early', 'http']",0,1,,",positive",negative
157,"['punjab', 'chief', 'minister', 'usman', 'buzdar', 'announce', 'day', 'partial', 'lockdown', 'province', 'part', 'effort', 'contain', 'novel', 'coronavirus', 'http']","['punjab', 'chief', 'minister', 'usman', 'buzdar', 'announce', 'day', 'partial', 'lockdown', 'province', 'part', 'effort', 'contain', 'novel', 'coronavirus', 'http']",1,1,",effort",",lockdown",neutral
158,"['iran', 'death', 'toll', 'coronavirus', 'climb', 'new', 'death', 'follow', 'live', 'update', 'coronavirus', 'http']","['iran', 'death', 'toll', 'coronavirus', 'climb', 'new', 'death', 'follow', 'live', 'update', 'coronavirus', 'http']",0,3,,",death,toll,death",negative
159,"['uk', 'call', 'army', 'warn', 'people', 'stay', 'home', 'face', 'lockdown', 'follow', 'live', 'update', 'coronavirus', 'http']","['uk', 'call', 'army', 'warn', 'people', 'stay', 'home', 'face', 'lockdown', 'follow', 'live', 'update', 'coronavirus', 'http']",0,1,,",lockdown",negative
160,"['people', 'arrest', 'violate', 'section', 'jacobabad', 'police', 'army', 'personnel', 'rangers', 'patrol', 'city', 'ensure', 'people', 'stay', 'inside', 'home', 'http', 'coronavirus']","['people', 'arrest', 'violate', 'section', 'jacobabad', 'police', 'army', 'personnel', 'rangers', 'patrol', 'city', 'ensure', 'people', 'stay', 'inside', 'home', 'http', 'coronavirus']",1,2,",ensure",",arrest,violate",negative
161,"['king', 'salman', 'bin', 'abdulaziz', 'issue', 'curfew', 'order', 'pm', 'period', 'day', 'effective', 'monday', 'evening', 'limit', 'spread', 'coronavirus', 'saudi', 'arabia', 'http']","['king', 'salman', 'bin', 'abdulaziz', 'issue', 'curfew', 'order', 'pm', 'period', 'day', 'effective', 'monday', 'evening', 'limit', 'spread', 'coronavirus', 'saudi', 'arabia', 'http']",1,4,",effective",",issue,curfew,limit,spread",negative
